team_key,mean_med,mean_mean,med_med,med_mean,years_active,team_number,country,nickname,count,country_groups,percent
frc1,22.78,24.11,23.12,23.38,28,1,USA,The Juggernauts,9,USA,32.14
frc100,22.85,24.2,19.53,21.08,30,100,USA,The Wildhats,8,USA,26.67
frc1002,17.54,18.61,15.82,16.52,22,1002,USA,CircuitRunners Robotics,9,USA,40.91
frc1011,18.45,20.55,16.08,17.52,22,1011,USA,CRUSH,9,USA,40.91
frc1014,23.17,23.69,21.51,23.37,22,1014,USA,Bad Robots,8,USA,36.36
frc1018,25.61,26.71,25.66,25.3,22,1018,USA,Pike RoboDevils,3,USA,13.64
frc102,24.67,24.94,23.66,24.57,27,102,USA,The Gearheads,6,USA,22.22
frc1023,32.97,33.16,31.97,32.55,22,1023,USA,Bedford Express,16,USA,72.73
frc1024,29.68,30.45,29.88,31.3,22,1024,USA,Kil-A-Bytes,11,USA,50
frc1025,28.67,29.3,27.96,29.92,22,1025,USA,Impi Warriors,7,USA,31.82
frc1027,20.71,21.75,21.05,21.49,22,1027,USA,Mechatronic Maniacs,2,USA,9.09
frc103,32.62,32.72,30.72,30.54,28,103,USA,Cybersonics,18,USA,64.29
frc1038,27.55,27.72,25.74,26.89,22,1038,USA,Lakota Robotics,9,USA,40.91
frc1051,19.4,20.42,21.21,20.61,22,1051,USA,Technical Terminators,1,USA,4.55
frc1056,25.61,26.93,26.47,29.2,22,1056,USA,Hot Rocks,1,USA,4.55
frc1058,25.04,25.43,24.38,23.96,22,1058,USA,PVC Pirates,8,USA,36.36
frc107,32.26,32.68,31.39,30.96,28,107,USA,Team R.O.B.O.T.I.C.S.,13,USA,46.43
frc1071,25.81,26.36,26,27.02,22,1071,USA,Team MAX,7,USA,31.82
frc1072,21.07,21.85,18.45,20.22,22,1072,USA,Harker Robotics,4,USA,18.18
frc1073,26.1,26.36,25.26,25.47,22,1073,USA,The Force Team,6,USA,27.27
frc1076,23.15,23.55,21.54,21.86,22,1076,USA,Pi Hi Samurai,3,USA,13.64
frc108,25.18,26.62,22.37,24.07,30,108,USA,SigmaC@T Robotics Team,12,USA,40
frc1086,25.47,26.73,24.56,27.54,22,1086,USA,Blue Cheese,12,USA,54.55
frc1089,25.81,26.44,26.92,27.48,22,1089,USA,Team Mercury,9,USA,40.91
frc1091,20.13,21.58,17.39,19.57,22,1091,USA,Oriole Assault,1,USA,4.55
frc1099,22.46,23.2,22.15,22.74,22,1099,USA,DiscoTechs,3,USA,13.64
frc11,29.18,29.18,28.64,29.18,28,11,USA,MORT,17,USA,60.71
frc1100,26.43,26.82,26.1,25.97,22,1100,USA,Inverse Polarity,6,USA,27.27
frc1102,23.92,24.75,21.74,22.56,22,1102,USA,M'Aiken Magic,8,USA,36.36
frc1108,25.08,25.7,28.22,28.11,22,1108,USA,Panther Robotics,10,USA,45.45
frc111,38.94,38.93,36.76,37.19,29,111,USA,WildStang,20,USA,68.97
frc1111,23.59,23.62,24.52,24.24,22,1111,USA,Power Hawks Robotics,7,USA,31.82
frc1114,43.06,43.54,42.96,41.95,22,1114,Canada,Simbotics,20,Canada,90.91
frc1126,29.69,30.17,26.58,28.15,22,1126,USA,SPARX,10,USA,45.45
frc1138,24.52,24.74,25.64,25.95,22,1138,USA,Eagle Engineering,10,USA,45.45
frc114,26.67,27.16,28.01,28.73,28,114,USA,Eaglestrike,6,USA,21.43
frc1143,21.44,22.25,21.41,21.1,22,1143,USA,Cruzin' Comets,4,USA,18.18
frc115,26,26.86,24.28,23.02,27,115,USA,MVRT,9,USA,33.33
frc1153,27.05,27.04,28.2,27.44,22,1153,USA,Timberwolves,10,USA,45.45
frc1155,18.62,20.18,15.2,16.7,22,1155,USA,SciBorgs,5,USA,22.73
frc1156,21.25,21.91,19.99,21.13,22,1156,Brazil,Under Control,11,Central/South America,50
frc1159,17.22,18.58,17.38,17.84,22,1159,USA,Ramona Rampage,1,USA,4.55
frc116,22.54,23.52,23.1,23.61,29,116,USA,Epsilon Delta,6,USA,20.69
frc1160,19.48,21.11,17.44,21.75,22,1160,USA,Titanium Robotics,1,USA,4.55
frc1165,20.07,20.92,20.31,20.21,22,1165,USA,Team Paradise,5,USA,22.73
frc1168,20.28,20.93,20.92,19.6,22,1168,USA,Malvern Robotics,1,USA,4.55
frc117,16.59,18.19,13.39,15.21,27,117,USA,Steel Dragons Robotics,2,USA,7.41
frc1178,18.61,19.38,15.24,17.56,22,1178,USA,DURT  (De Smet Ultimate Robotics Team),2,USA,9.09
frc118,37.45,37.54,41.18,39.22,28,118,USA,Robonauts,20,USA,71.43
frc1188,21.73,23.73,22.5,23.02,22,1188,USA,Ravens,6,USA,27.27
frc1189,23.45,24.5,25.29,25.87,22,1189,USA,Gearheads,5,USA,22.73
frc1197,25.92,25.73,25.88,24.8,22,1197,USA,TorBots,3,USA,13.64
frc120,23.77,25.31,24.78,23.53,30,120,USA,Youth Tech Academy Red Dragons,19,USA,63.33
frc1208,24.15,24.32,24.67,22.94,22,1208,USA,Metool Brigade,8,USA,36.36
frc1209,17.05,17.81,16.9,16.29,22,1209,USA,Robo Hornets,3,USA,13.64
frc1212,19.51,20.65,21.32,23.12,22,1212,USA,Sentinels,4,USA,18.18
frc1218,31.82,32.04,32.66,32.72,22,1218,USA,SCH Robotics,18,USA,81.82
frc122,24.07,25.26,22.73,25.79,28,122,USA,NASA Knights,12,USA,42.86
frc1225,18.46,19.65,18.27,19.62,22,1225,USA,The Gorillas,1,USA,4.55
frc123,24.91,25.89,22.93,24.49,28,123,USA,Team - Cosmos,6,USA,21.43
frc1241,31.08,32.37,32.54,33.89,21,1241,Canada,THEORY6,15,Canada,71.43
frc125,31.4,32.19,33.44,32.54,27,125,USA,NUTRONs,17,USA,62.96
frc1250,25.64,26.37,27.19,26.18,21,1250,USA,Gator-Bots,5,USA,23.81
frc1255,16.99,18.16,15.11,17.51,21,1255,USA,Blarglefish,3,USA,14.29
frc1257,20.6,22.75,20.87,24.37,21,1257,USA,Parallel Universe,2,USA,9.52
frc1259,24.93,25.68,26.63,26.02,21,1259,USA,Paradigm Shift,4,USA,19.05
frc126,32.32,32.91,28.95,30.35,33,126,USA,Gael Force,17,USA,51.52
frc1261,25.11,25.69,24.12,24.03,21,1261,USA,Robo Lions,12,USA,57.14
frc1262,22.79,22.7,23.64,22.08,21,1262,USA,the STAGS,7,USA,33.33
frc1266,22.7,23.83,20.7,21.68,21,1266,USA,The Devil Duckies,10,USA,47.62
frc1279,24.69,25.62,26.68,27.26,21,1279,USA,Cold Fusion,4,USA,19.05
frc128,25.37,26.21,22.5,22.42,28,128,USA,The Botcats,10,USA,35.71
frc1280,23.87,24.77,23.66,25.64,21,1280,USA,Ragin' C-Biscuits,3,USA,14.29
frc1285,32.2,32.7,32.86,32.83,21,1285,Canada,The Biggest Birds,4,Canada,19.05
frc1287,21.65,22.42,21.95,21.92,21,1287,USA,Aluminum Assault,4,USA,19.05
frc1288,22.14,23.43,21.5,22.62,21,1288,USA,RAVEN Robotics,5,USA,23.81
frc1293,17.53,18.46,18.67,17.76,21,1293,USA,Pandamaniacs,1,USA,4.76
frc1294,22.13,22.66,20.38,21.46,21,1294,USA,Pack of Parts,2,USA,9.52
frc1296,23.84,24.65,23.33,24.03,21,1296,USA,Full Metal Jackets,10,USA,47.62
frc1305,28.56,28.39,28.12,27.59,21,1305,Canada,Ice Cubed,16,Canada,76.19
frc1306,22.63,24.78,21.4,23.91,21,1306,USA,BadgerBOTS,7,USA,33.33
frc131,29.27,30.64,30.02,30.74,33,131,USA,CHAOS,7,USA,21.21
frc1310,28.08,28.52,31.07,31.71,21,1310,Canada,Runnymede Robotics,6,Canada,28.57
frc1317,21.13,21.61,21.11,21.32,21,1317,USA,Digital Fusion,1,USA,4.76
frc1318,26.34,27.16,26.56,26.57,21,1318,USA,Issaquah Robotics Society,10,USA,47.62
frc1319,23.51,23.99,22.22,24.42,21,1319,USA,Flash,8,USA,38.1
frc1322,20.18,20.58,20.14,20.96,21,1322,USA,GRAYT Leviathons (Genesee Robotics Area Youth Team),3,USA,14.29
frc1323,33.61,34.07,34.44,35.26,21,1323,USA,MadTown Robotics,16,USA,76.19
frc1325,25.4,25.61,31.14,30.58,21,1325,Canada,Inverse Paradox,9,Canada,42.86
frc1329,20.24,21.29,19.85,20.95,21,1329,USA,ViPrs,1,USA,4.76
frc133,29.3,29.66,31.19,30.54,28,133,USA,B.E.R.T.,6,USA,21.43
frc1334,23.05,24.56,22.46,22.71,21,1334,Canada,Red Devils,5,Canada,23.81
frc1339,21.79,23.55,19.27,21.56,21,1339,USA,AngelBotics,6,USA,28.57
frc135,31.34,31.82,30.04,29.25,27,135,USA,Penn Robotics Black Knights,14,USA,51.85
frc1350,23.56,23.69,21.93,22.81,21,1350,USA,The Rambots,7,USA,33.33
frc1359,18.52,18.98,18.42,18.16,21,1359,USA,Scalawags,1,USA,4.76
frc1360,30.13,30.23,30.39,30.59,21,1360,Canada,Orbit Robotics,2,Canada,9.52
frc1369,19.87,20.25,18.45,17.4,21,1369,USA,Minotaur,8,USA,38.1
frc138,26.57,27.21,26.27,26.87,29,138,USA,Entropy,7,USA,24.14
frc1388,25.53,25.64,26.9,26.48,21,1388,USA,Eagle Robotics,3,USA,14.29
frc1389,18.45,19.26,19.1,17.85,21,1389,USA,The Body Electric,2,USA,9.52
frc1391,26.95,27.49,25.66,25.89,21,1391,USA,The Metal Moose,10,USA,47.62
frc1403,27.48,27.96,28.68,28.56,21,1403,USA,Team 1403 Cougar Robotics,11,USA,52.38
frc1405,23.24,24.62,21.27,26.43,21,1405,USA,Finney Falcons,3,USA,14.29
frc141,28.83,29.59,26.76,28.12,30,141,USA,WOBOT,14,USA,46.67
frc1410,21.62,22.64,20.43,19.3,21,1410,USA,The Kraken,5,USA,23.81
frc1414,19,20.15,17.98,18.56,21,1414,USA,IHOT,7,USA,33.33
frc1418,24.73,25.39,27.63,27.48,21,1418,USA,Vae Victis,7,USA,33.33
frc1421,25.75,26.43,26.28,26.81,21,1421,USA,Team CHAOS,6,USA,28.57
frc1425,26.92,28.09,25.88,26.02,21,1425,USA,Error Code Xero,11,USA,52.38
frc144,28.99,28.76,26.94,28.77,31,144,USA,Operation Orange,5,USA,16.13
frc1446,15.42,16.7,14.11,14.2,21,1446,USA,Robo Knights,1,USA,4.76
frc1450,19.76,20.69,19.63,20.98,21,1450,USA,XQ Robotix,5,USA,23.81
frc1452,17.36,19.09,20.64,20.12,21,1452,USA,Omnicats,2,USA,9.52
frc1458,20.16,22.04,18.45,20.07,21,1458,USA,Red Tie Robotics,5,USA,23.81
frc1466,22.03,23.24,19.57,22.53,21,1466,USA,Webb Robotics,5,USA,23.81
frc1468,24.24,25.84,25.08,27.28,21,1468,USA,Hicksville J-Birds,5,USA,23.81
frc1474,21.38,22.11,21.55,22.26,21,1474,USA,Titans,2,USA,9.52
frc1477,29.6,30.05,31.18,33.05,21,1477,USA,Texas Torque,14,USA,66.67
frc148,35.9,36.56,36.83,36.89,33,148,USA,Robowranglers,19,USA,57.58
frc1481,25.79,26.07,23.9,24.2,21,1481,USA,The Riveters,5,USA,23.81
frc1493,23.7,24.28,22.4,23.7,21,1493,USA,Falcons,3,USA,14.29
frc1501,31.51,32.27,30.37,30.91,20,1501,USA,Team THRUST,8,USA,40
frc1502,22.32,22.97,21.05,21.92,20,1502,USA,Technical Difficulties,7,USA,35
frc1504,22.71,23.74,22.66,24.84,20,1504,USA,Desperate Penguins,3,USA,15
frc1506,24.31,25.44,23.68,25.34,20,1506,USA,Metal Muscle,13,USA,65
frc1507,30.3,31.64,31.62,33.1,20,1507,USA,Warlocks,6,USA,30
frc151,23.27,24.3,21.25,21.9,33,151,USA,Tough Techs,11,USA,33.33
frc1511,27.61,27.89,27.56,27.82,20,1511,USA,Rolling Thunder,15,USA,75
frc1515,19.73,21.5,20.62,20.89,20,1515,USA,MorTorq,9,USA,45
frc1518,21.94,22.54,23.91,25.48,20,1518,USA,Raider Robotics,1,USA,5
frc1522,19.92,21.32,21.35,22.03,20,1522,USA,DOTM - Defenders of the Multiverse,3,USA,15
frc1523,23.06,23.66,23.27,25.15,20,1523,USA,MARS (Mega Awesome Robotic Systems),6,USA,30
frc1528,19.29,21.17,17.6,18.76,20,1528,USA,MTR (Monroe Trojan Robotics),1,USA,5
frc1533,23.92,25.45,24.16,26.12,20,1533,USA,Triple Strange,10,USA,50
frc1538,32.59,33.01,31.7,31.52,20,1538,USA,The Holy Cows,15,USA,75
frc1539,19.97,20.36,21.49,20.86,20,1539,USA,Clover Eagle Robotics,4,USA,20
frc1540,28.4,28.99,29.78,30.15,20,1540,USA,Flaming Chickens,14,USA,70
frc1546,18.42,19.4,17.97,18.53,20,1546,USA,"Chaos, Inc.",1,USA,5
frc155,26.23,26.84,27.08,27.18,31,155,USA,The TechnoNuts,10,USA,32.26
frc1555,15.24,16.99,12.02,14.75,20,1555,USA,CryoFrost,4,USA,20
frc1557,18.14,18,15.56,16.84,20,1557,USA,12 Volt Bolt,2,USA,10
frc1559,26.77,26.7,24.73,24.4,20,1559,USA,Devil Tech,5,USA,25
frc1561,20.15,21.4,18.2,19.93,20,1561,USA,Roboducks,3,USA,15
frc1566,19.51,19.68,20.07,20.67,20,1566,USA,AMMOKNIGHTS,3,USA,15
frc1569,22.53,22.93,20.45,20.56,20,1569,USA,Haywire Robotics,2,USA,10
frc157,24.94,25.46,24.26,24.2,33,157,USA,AZTECHS,5,USA,15.15
frc1572,23.91,24.56,26.75,25.26,20,1572,USA,The Hammer Heads,1,USA,5
frc1574,28.46,28.17,28.7,28.38,20,1574,Israel,MisCar,14,Middle East,70
frc1576,16.11,17.44,14.66,15.55,20,1576,Israel,Voltrix,1,Middle East,5
frc1577,24.51,26.07,28.53,28.76,20,1577,Israel,Steampunk,12,Middle East,60
frc159,22.46,22.97,20.54,20.82,27,159,USA,Alpine Robotics,11,USA,40.74
frc1591,20.81,22.21,18.28,19.92,20,1591,USA,Greece Gladiators,2,USA,10
frc1592,27.78,27.99,27.67,27.81,20,1592,USA,Bionic Tigers,9,USA,45
frc1595,23.68,24.28,25.69,24.34,20,1595,USA,The Dragons,8,USA,40
frc1596,21.72,23.1,20.49,22.87,20,1596,USA,The Instigators,2,USA,10
frc1599,20.54,21.2,20.14,20.33,20,1599,USA,CircuiTree,3,USA,15
frc16,39.79,39.55,40.9,39.7,29,16,USA,Bomb Squad,20,USA,68.97
frc1601,16.74,17.45,14.3,17.39,20,1601,USA,Quantum Samurai,3,USA,15
frc1610,23.95,24.57,24.61,24.85,20,1610,USA,⛴ Blackwater Robotics ⛴,6,USA,30
frc1619,30.19,31.11,32.36,33.3,20,1619,USA,Up-A-Creek Robotics,7,USA,35
frc1622,23.82,24.85,22.09,23.04,20,1622,USA,Team Spyder,14,USA,70
frc1625,33,32.98,30.55,31.39,20,1625,USA,Winnovation,13,USA,65
frc1626,24.84,24.98,24.47,25.29,20,1626,USA,Falcon Robotics,4,USA,20
frc1629,29.51,29.62,30.38,32.09,20,1629,USA,Garrett Coalition (GaCo),16,USA,80
frc1640,29.76,30.64,32.4,33.31,20,1640,USA,Sab-BOT-age,11,USA,55
frc1646,21.8,22.06,25.76,24.78,20,1646,USA,Precision Guessworks,7,USA,35
frc1647,23.64,23.92,24.26,24.62,20,1647,USA,Iron Devils,5,USA,25
frc1648,20.06,20.02,19.91,19.38,20,1648,USA,G3 Robotics,5,USA,25
frc1657,22.5,23.77,21.74,22.03,20,1657,Israel,Hamosad,4,Middle East,20
frc166,26.32,27.44,24.37,25.47,30,166,USA,Chop Shop,9,USA,30
frc1661,18.09,19.48,17.28,18.87,20,1661,USA,Griffitrons,1,USA,5
frc1662,24.01,26.3,25.2,26.63,20,1662,USA,Raptor Force Engineering,7,USA,35
frc167,23.41,24.82,23.16,25.28,27,167,USA,Children of the Corn,4,USA,14.81
frc1671,25.45,27.01,26.32,26.88,20,1671,USA,Buchanan Bird Brains,10,USA,50
frc1675,24.41,25.43,22.86,23.9,20,1675,USA,UPS (Ultimate Protection Squad),8,USA,40
frc1676,29.45,30.09,29.8,29.96,20,1676,USA,The Pascack PI-oneers,17,USA,85
frc1678,39.33,38.87,40.28,39.48,20,1678,USA,Citrus Circuits,12,USA,60
frc1683,22.6,22.61,22.06,21.8,20,1683,USA,Techno Titans,7,USA,35
frc1684,25.37,26.36,29.13,27.62,20,1684,USA,The Chimeras,8,USA,40
frc1690,32.38,32.8,34.65,33.53,20,1690,Israel,Orbit,11,Middle East,55
frc1699,22.76,24.25,23.98,24.28,20,1699,USA,Robocats,1,USA,5
frc1700,20.8,21.99,18.75,22.31,20,1700,USA,Gatorbotics,13,USA,65
frc1701,23.39,24.01,21.7,22.21,20,1701,USA,RoboCubs,6,USA,30
frc1706,27.5,28.25,26.16,29.72,20,1706,USA,Ratchet Rockers,10,USA,50
frc1708,22.46,22.87,25,24.27,20,1708,USA,AMP'D Robotics,3,USA,15
frc171,27.08,27.05,24.16,25.59,30,171,USA,Cheese Curd Herd,4,USA,13.33
frc1710,26.66,26.6,25.66,24.57,19,1710,USA,The Ravonics Revolution,13,USA,68.42
frc1711,24.07,24.47,24.64,26.59,19,1711,USA,RAPTORS,3,USA,15.79
frc1712,23.88,24.91,21.53,24.17,19,1712,USA,Dawgma,4,USA,21.05
frc1714,25.81,26.13,23.18,23.85,19,1714,USA,MORE Robotics,13,USA,68.42
frc1718,34.54,34.74,32.08,32.42,19,1718,USA,The Fighting Pi,12,USA,63.16
frc1719,18.86,20.21,18.82,20.67,19,1719,USA,The Umbrella Corporation,1,USA,5.26
frc172,22.96,24.47,23.32,23.13,29,172,USA,Northern Force,4,USA,13.79
frc1720,26.7,27.61,25.44,25.66,19,1720,USA,PhyXTGears,4,USA,21.05
frc1721,19.49,19.46,18.59,17.68,19,1721,USA,Tidal Force,1,USA,5.26
frc1723,21.44,22.3,19.3,19.04,19,1723,USA,The FBI - FIRST Bots of Independence,5,USA,26.32
frc1726,24.89,25.47,22.04,22.36,19,1726,USA,N.E.R.D.S. (Nifty Engineering Robotics Design Squad),5,USA,26.32
frc1727,25.08,25.92,26.02,27.05,19,1727,USA,REX,6,USA,31.58
frc1729,24.84,24.38,26.23,25.87,19,1729,USA,Team Inconceivable!,4,USA,21.05
frc173,28.18,29.26,22.93,24.98,30,173,USA,RAGE Robotics ⚙️,10,USA,33.33
frc1730,30.29,31.25,31.97,31.92,19,1730,USA,Team Driven,15,USA,78.95
frc1731,28.96,29.19,29.25,29.52,19,1731,USA,Fresta Valley Robotics Club,10,USA,52.63
frc1732,31.32,32.26,32.14,31.1,19,1732,USA,Hilltopper Robotics,13,USA,68.42
frc1735,22.84,24.03,23.44,23.78,19,1735,USA,Green Reapers,3,USA,15.79
frc1736,28.01,28.34,27.57,26.77,19,1736,USA,Robot Casserole,4,USA,21.05
frc1739,18.56,19.62,16.72,17,19,1739,USA,Chicago Knights Robotics,6,USA,31.58
frc1741,29.5,30.06,31.3,31.78,19,1741,USA,Red Alert,6,USA,31.58
frc1744,18.62,19.62,18.94,17.81,19,1744,USA,Robo-Rays Robotics,2,USA,10.53
frc1745,19.85,20.22,18.84,19,19,1745,USA,The P-51 Mustangs,6,USA,31.58
frc1746,22.85,23.79,24.2,23.7,19,1746,USA,OTTO,9,USA,47.37
frc1747,24.99,26.09,23.66,23.9,19,1747,USA,Harrison Boiler Robotics,10,USA,52.63
frc175,33.99,34.55,32.84,32.94,29,175,USA,Buzz Robotics,19,USA,65.52
frc1756,32.58,31.97,36.02,35.26,19,1756,USA,Argos,11,USA,57.89
frc1757,22.61,23.2,20.36,21.26,19,1757,USA,Wolverines,1,USA,5.26
frc1758,19.69,20.64,18.82,18.91,19,1758,USA,Technomancers,1,USA,5.26
frc176,33.2,33.91,34.65,35.66,29,176,USA,Aces High,17,USA,58.62
frc1761,18.08,19.48,19.3,20.04,19,1761,USA,STEAMpunk Tigers,1,USA,5.26
frc1763,15.19,17.19,14.63,17.04,19,1763,USA,Paséliens,1,USA,5.26
frc1764,18.99,20.52,19.97,20.93,19,1764,USA,Liberty Robotics,4,USA,21.05
frc1768,24.5,25.91,24.58,26.2,19,1768,USA,Nashoba Robotics,6,USA,31.58
frc1769,18.71,19.64,19.85,20.93,19,1769,USA,Digital Hawks,2,USA,10.53
frc177,35,35.47,33.7,35.79,30,177,USA,Bobcat Robotics,17,USA,56.67
frc1771,28.75,28.54,29.26,28.25,19,1771,USA,North Gwinnett Robotics,8,USA,42.11
frc1772,22.98,23.25,23.4,23.7,19,1772,Brazil,The Brazilian Trail Blazers,4,Central/South America,21.05
frc1775,21,23.25,21.27,22.33,19,1775,USA,Tigerbytes,4,USA,21.05
frc1778,22.58,22.73,19.26,19.12,19,1778,USA,Chill Out,5,USA,26.32
frc178,22.87,24.73,24.37,25.52,28,178,USA,The 2nd Law Enforcers,8,USA,28.57
frc1781,22.5,23.73,23.06,24.48,19,1781,USA,Lindblom Electric Eagles,5,USA,26.32
frc1785,20.27,21.15,19.4,19.44,19,1785,USA,Blue Springs Robocats,3,USA,15.79
frc1787,22.53,23.68,22.38,23.9,19,1787,USA,The Flying Circuits,3,USA,15.79
frc179,31.22,32.15,32.39,34.19,27,179,USA,Children of the Swamp,16,USA,59.26
frc1792,27.31,28.59,25.63,27.89,19,1792,USA,Round Table Robotics,6,USA,31.58
frc1795,14.99,16.32,12.83,15.4,19,1795,USA,Carver Clutch,2,USA,10.53
frc1796,26.98,27.53,27.92,26.73,19,1796,USA,RoboTigers,11,USA,57.89
frc1799,16.29,17.16,15.46,15.13,19,1799,USA,Wired-Up!,1,USA,5.26
frc180,33.27,34.11,36.2,36.35,27,180,USA,S.P.A.M.,19,USA,70.37
frc1802,18.69,19.99,21.25,21.59,19,1802,USA,Team Stealth,1,USA,5.26
frc1803,18.04,18.82,18.01,19.32,19,1803,USA,Vikings,1,USA,5.26
frc1806,26.16,28.08,25.32,26.88,19,1806,USA,S.W.A.T.,9,USA,47.37
frc1807,24.81,26.25,24.09,26.05,19,1807,USA,Redbird Robotics,7,USA,36.84
frc181,26.37,26.52,26.13,26.11,27,181,USA,Birds Of Prey,4,USA,14.81
frc1810,23.33,23.32,24.56,24.21,19,1810,USA,CATATRONICS,4,USA,21.05
frc1811,19.78,21.11,17.71,19.89,19,1811,USA,FRESH,3,USA,15.79
frc1816,28.88,28.81,28.53,28.32,19,1816,USA,"""The Green Machine""",15,USA,78.95
frc1825,20.64,22.42,23.56,23.63,19,1825,USA,The Cyborgs,1,USA,5.26
frc1828,17.39,18.57,18.38,19.54,19,1828,USA,BoxerBots,3,USA,15.79
frc1831,18.46,20.06,18.58,19.26,19,1831,USA,Screaming Eagles,1,USA,5.26
frc1836,21.04,22.71,20,21.22,19,1836,USA,The MilkenKnights,7,USA,36.84
frc1860,22.19,22.79,23.98,22.47,19,1860,Brazil,Alphabots,3,Central/South America,15.79
frc1868,26.22,27.37,23.61,27.14,19,1868,USA,Space Cookies,15,USA,78.95
frc188,32.37,33.42,30.92,30.79,27,188,Canada,Blizzard,11,Canada,40.74
frc1880,15.76,17.6,19.44,19.57,19,1880,USA,Warriors of East Harlem,4,USA,21.05
frc1884,21.2,21.4,19.74,20.2,19,1884,United Kingdom,Griffins,4,Europe,21.05
frc1885,24.99,25.82,23.46,24.74,19,1885,USA,Comet Robotics,14,USA,73.68
frc1891,21.51,22.36,23.26,24.48,19,1891,USA,Bullbots,2,USA,10.53
frc1899,21.03,21.43,19.72,20.3,19,1899,USA,Saints Robotics,4,USA,21.05
frc190,28.2,28.78,27.49,27.82,33,190,USA,Gompei and the H.E.R.D.,19,USA,57.58
frc1902,26.87,27.24,26.67,28.79,19,1902,USA,Exploding Bacon,15,USA,78.95
frc191,31.26,31.86,29.87,30.56,33,191,USA,X-CATS,17,USA,51.52
frc1912,21.86,22.59,22.04,21.89,19,1912,USA,Team Combustion,8,USA,42.11
frc1918,33.08,33.39,31.88,31.73,19,1918,USA,NC GEARS,13,USA,68.42
frc192,23.63,24.29,22,23.15,28,192,USA,GRT,10,USA,35.71
frc1922,21.98,23.18,19.97,21.28,19,1922,USA,Oz-Ram,4,USA,21.05
frc1923,28.48,28.38,26.94,28.07,19,1923,USA,The MidKnight Inventors,11,USA,57.89
frc1927,21.21,21.73,20.78,21.87,19,1927,USA,Tempest,2,USA,10.53
frc193,27.79,27.71,26.8,26.61,28,193,USA,MORT Beta,6,USA,21.43
frc1937,20.2,21.06,18.73,22.26,19,1937,Israel,Elysium,4,Middle East,21.05
frc1939,25.71,26.09,29.03,28.01,19,1939,USA,THE KUHNIGITS,8,USA,42.11
frc1942,18.28,19.51,20.31,21.83,19,1942,Israel,Cinderella Tel-Nof,2,Middle East,10.53
frc195,34.9,35.07,34.41,33.83,27,195,USA,CyberKnights,18,USA,66.67
frc1967,18.01,19.84,17.33,18.98,19,1967,USA,The Janksters,1,USA,5.26
frc1977,16.61,18.32,16.67,18.99,19,1977,USA,The PowerSquids,1,USA,5.26
frc1982,23.17,23.95,26.08,26.06,18,1982,USA,Cougar Robotics,3,USA,16.67
frc1983,30.44,30.8,32.84,32.77,18,1983,USA,Skunk Works Robotics,14,USA,77.78
frc1986,35.11,36.13,35.63,36.36,18,1986,USA,Team Titanium,14,USA,77.78
frc1987,28.6,29.38,29.23,28.31,18,1987,USA,Broncobots,10,USA,55.56
frc199,21.52,23.46,23.86,25.06,27,199,USA,Deep Blue,1,USA,3.7
frc1991,23.04,24.29,24.65,26.54,18,1991,USA,The Dragons,3,USA,16.67
frc1997,20.3,21.37,21.77,22.19,18,1997,USA,STAGROBOTICS,1,USA,5.56
frc20,31.14,31.81,32.5,32,33,20,USA,The Rocketeers,17,USA,51.52
frc201,28.39,28.34,25.7,26.64,27,201,USA,The FEDS,13,USA,48.15
frc2010,20.29,20.66,20.07,19.78,18,2010,USA,The Lightning Bots,2,USA,11.11
frc2013,25.05,26.01,27.78,27.88,18,2013,Canada,Cybergnomes,4,Canada,22.22
frc2016,28.07,28.13,27.86,27.89,18,2016,USA,Mighty Monkey Wrenches,10,USA,55.56
frc2022,23.69,23.59,23.24,22.76,18,2022,USA,Titan Robotics,2,USA,11.11
frc203,22.94,23.96,22.59,23.71,27,203,USA,SOUPERBOTS,12,USA,44.44
frc2035,23.43,24.3,19.4,20.59,18,2035,USA,Rockin' Bots,2,USA,11.11
frc2036,17.68,18.77,16.8,17.91,18,2036,USA,The Black Knights,1,USA,5.56
frc2039,25.79,26.4,23.73,24.83,18,2039,USA,Rockford Robotics,5,USA,27.78
frc204,20.67,21.02,19.91,19.92,27,204,USA,Eastern Robotic Vikings,2,USA,7.41
frc2040,22.97,23.15,23.66,24.84,18,2040,USA,DERT - Dunlap Eagles Robotics Team,1,USA,5.56
frc2046,30.53,30.51,32.38,31.02,18,2046,USA,Bear Metal,13,USA,72.22
frc2048,16.85,18.26,17.37,17.81,18,2048,USA,The Pink Panthers,1,USA,5.56
frc2052,29.89,30.12,32.68,32.02,18,2052,USA,KnightKrawler,10,USA,55.56
frc2053,22.26,22.46,24.14,23.93,18,2053,USA,Southern Tier Robotics,2,USA,11.11
frc2054,33.56,34.01,34.5,36.07,18,2054,USA,Tech Vikes,12,USA,66.67
frc2056,47.8,48,49.91,50.29,18,2056,Canada,OP Robotics,16,Canada,88.89
frc2059,21.9,23.43,19.59,22,18,2059,USA,The Hitchhikers,6,USA,33.33
frc2062,29.23,29.65,28.3,28.28,18,2062,USA,CORE 2062,8,USA,44.44
frc2064,22.41,22.58,22.5,22.55,18,2064,USA,The Panther Project,2,USA,11.11
frc2067,29.47,29.69,31.06,30.3,18,2067,USA,Apple Pi,11,USA,61.11
frc2068,20.15,20.25,21.6,21.42,18,2068,USA,Metal Jackets,3,USA,16.67
