County,License Number,MSDE Program Type,Program Name,City Name,Zip Code,Participation Status,Draft Rating,Has Program Published,Published Rating,Has an Accreditation,Published Rubric Version,Date Published,Expiration Date,Total TAS Requests,Most Recent TAS request,Achievements,Accreditations,Alternative Pathways
Baltimore,155291,Center,Hot Spots Extended Care Program of Vincent Farm,White Marsh,21162,Yes,1,Yes,1,Yes,1,Oct 25 2018,Apr 28 2020,0,,,,
Anne Arundel,155288,Center,Freetown Elementary School Age Child Care,Glen Burnie,21060,Yes,3,Yes,3,Yes,1,Oct 25 2018,Mar 09 2020,0,,Health and Wellness  | Asthma-Friendly Program,,
Anne Arundel,155287,Center,Lake Shore School Age Child Care,Pasadena,21122,Yes,3,Yes,3,Yes,1,Oct 25 2018,Apr 01 2020,0,,Asthma-Friendly Program  | Health and Wellness,,
Talbot,155285,Center,St Michaels Child Development Center - Elementary,Saint Michaels,21663,Yes,5,Yes,5,Yes,3,Oct 25 2018,Sep 18 2020,0,,Accredited Program,,MSDE
Howard,155282,Center,Bet Yeladim Preschool,Columbia,21045,Yes,2,Yes,2,Yes,3,Oct 25 2018,Jun 25 2020,0,,,,MSDE
Calvert,155273,Center,Lucrezia's Child Care,Huntingtown,20639,Yes,1,Yes,1,Yes,3,Oct 25 2018,Apr 28 2020,0,,,,
Baltimore,155264,Center,The Right Start Child Care Center,Upperco,21155,Yes,1,Yes,1,No,3,Oct 25 2018,Dec 25 2020,0,,,,
Dorchester,155260,Registered Family Home,Rosa Gray,Vienna,21869,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 02 2020,0,,,,
Howard,155174,Center,Christ Memorial Christian Preschool,Columbia,21046,Yes,2,Yes,2,No,3,Oct 25 2018,Mar 10 2020,0,,,,
Prince George's,155166,Registered Family Home,Aynna Harris,Upper Marlboro,20772,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 23 2020,0,,,,
Carroll,155141,Center,Carroll Child Care Center,Westminster,21157,Yes,5,Yes,5,Yes,3,Oct 25 2018,Aug 07 2020,0,,Accredited Program,,MSDE
Montgomery,155137,Registered Family Home,Gloria Palacios,Gaithersburg,20877,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 27 2020,0,,,,
Carroll,155135,Registered Family Home,Brenda Hetterich,Westminster,21158,Yes,2,Yes,2,Yes,2,May 17 2019,Sep 18 2020,0,,,,
Prince George's,155129,Center,Largo Community Ministries After School  Program,Mitchellville,20721,Yes,1,Yes,1,No,3,Oct 25 2018,Jan 11 2020,0,,,,
Baltimore,15508,Center,Prince of Peace Creative Learning Center,Baltimore,21237,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 09 2020,0,,,,
Montgomery,155053,Registered Family Home,Chander Sharma,Gaithersburg,20879,Yes,5,Yes,5,Yes,2,Dec 12 2018,Nov 04 2020,0,,,,NAFCC
Montgomery,155004,Registered Family Home,Chaya Konda,Silver Spring,20906,Yes,1,Yes,1,No,2,Nov 28 2018,Nov 20 2020,0,,,,
Baltimore City,154991,Center,Northwood School-Age Child Care Center,Baltimore,21239,Yes,1,Yes,1,No,1,Oct 25 2018,Jul 01 2020,0,,,,
Prince George's,154984,Registered Family Home,Golden Quarcoopome,Hyattsville,20783,Yes,3,Yes,3,Yes,2,Oct 25 2018,Aug 06 2020,0,,,,
Baltimore,15498,Center,Open Door at Fullerton Elementary School,Baltimore,21236,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 03 2020,0,,,,
Frederick,154961,Center,Bright Eyes Child Care,Urbana,21704,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jul 08 2020,0,,Accredited Program,,MSDE
Frederick,154941,Center,Thurmont Primary Before and After School Enrichment,Thurmont,21788,Yes,0,Yes,2,Yes,1,Oct 25 2018,Sep 03 2020,0,,,,
Baltimore,154935,Registered Family Home,Shalisa Antoine,Parkville,21234,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 03 2020,0,,,,
Wicomico,154932,Registered Family Home,Gertha Anaty,Salisbury,21801,Yes,2,Yes,2,Yes,2,Oct 25 2018,Jul 22 2020,0,,,,
Prince George's,154930,Center,Divinity Child Development Center,Hyattsville,20782,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jun 03 2020,0,,,,
Montgomery,154907,Registered Family Home,Nanda Maskare,Silver Spring,20906,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 04 2020,0,,,,
Queen Anne's,154903,Registered Family Home,Sharon Shadle,Chestertown,21620,Yes,1,Yes,1,No,2,Oct 25 2018,Mar 04 2020,0,,,,
Somerset,154900,Registered Family Home,Rachel Childers,Princess Anne,21853,Yes,5,Yes,5,Yes,2,Oct 25 2018,Sep 12 2020,0,,Health and Wellness  | Eco-Friendly Program  | Accredited Program,,NAFCC
Baltimore,15490,Center,Open Door at  Villa Cresta Elementary School,Baltimore,21234,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 03 2020,0,,,,
Baltimore City,154890,Registered Family Home,Toria Barnes,Baltimore,21223,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 07 2020,0,,,,
Baltimore,15489,Center,Open Door at Pine Grove Elementary School,Baltimore,21234,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 03 2020,0,,,,
Harford,154876,Registered Family Home,Wendy Harris Ware,Edgewood,21040,Yes,2,Yes,2,Yes,2,Oct 25 2018,Aug 06 2020,0,,,,
Baltimore City,154870,Center,B Angels' Christian Early Learning Center,Baltimore,21218,Yes,1,Yes,1,Yes,3,Oct 25 2018,Mar 04 2020,0,,,,
Baltimore,255881,Registered Family Home,April Stevens,Baltimore,21222,Yes,1,Yes,1,No,2,Oct 25 2018,Oct 23 2020,0,,,,
Montgomery,154832,Center,Watch Me Grow Child Development Center,Clarksburg,20871,Yes,1,Yes,1,No,3,Oct 25 2018,Apr 17 2020,0,,,,
Prince George's,154827,Center,Just 4 Kidz Inc.,Hyattsville,20784,Yes,1,Yes,1,No,3,Dec 05 2018,Nov 20 2020,0,,,,
Baltimore,154823,Registered Family Home,Shehla Mahmood,Cockeysville,21030,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 02 2020,0,,,,
Montgomery,154821,Center,The Children in the Shoe,Olney,20832,Yes,3,Yes,3,No,3,Oct 25 2018,Jul 29 2020,0,,,,
Calvert,154791,Center,Little Proteges Early Learning Center,Prince Frederick,20678,Yes,1,Yes,1,No,3,Oct 25 2018,Aug 21 2020,1,Aug 21 2019,,,
Baltimore City,154781,Registered Family Home,Jermaine Ford,Baltimore,21217,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 05 2020,0,,,,
Harford,154762,Registered Family Home,Stacey Baines,Aberdeen,21001,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 05 2020,0,,,,
Baltimore,154736,Registered Family Home,Regina Anderson,Baltimore,21227,Yes,1,Yes,1,No,2,Oct 25 2018,Mar 26 2020,0,,,,
Carroll,154729,Registered Family Home,Jennifer Wrightson,Westminster,21157,Yes,2,Yes,2,No,2,Dec 19 2018,Dec 25 2020,0,,,,
Charles,154703,Registered Family Home,Adrain Daniel,La Plata,20646,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 21 2020,0,,,,
Baltimore City,154692,Registered Family Home,Mingnon Holmes,Baltimore,21218,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 12 2020,0,,,,
Charles,154689,Registered Family Home,Michelle Ortiz,Waldorf,20602,Yes,0,No,,No,,,Mar 18 2016,0,,,,
Allegany,154682,Registered Family Home,Pamela Gragg,Cumberland,21502,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 07 2020,0,,,,
Baltimore,15467,Center,YMCA School Age Child Care Westowne,Baltimore,21228,Yes,1,Yes,1,Yes,1,Oct 25 2018,Apr 15 2020,0,,,,
Montgomery,154664,Center, Fellowship Christian School,Germantown,20874,Yes,1,Yes,1,No,3,Oct 25 2018,Feb 05 2020,0,,,,
Prince George's,154657,Center,Heaven's Tender Touch,District Heights,20747,Yes,1,Yes,1,No,3,Oct 25 2018,Feb 06 2020,0,,,,
Prince George's,154623,Registered Family Home,Theresa Starks,Upper Marlboro,20774,Yes,1,Yes,1,Yes,2,Jan 05 2019,Dec 03 2020,0,,,,
Baltimore,15462,Center,Open Door at Woodbridge Elementary School,Baltimore,21228,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 03 2020,0,,,,
Montgomery,154611,Center,Zoia's Childcare,Bethesda,20817,Yes,1,Yes,1,Yes,3,Oct 25 2018,May 27 2020,0,,,,
Prince George's,154610,Center,"Super Kids Clubhouse And Services,LLC",Upper Marlboro,20774,Yes,2,Yes,2,No,3,Oct 25 2018,Jan 04 2020,0,,,,
Wicomico,154566,Center,Lighthouse Christian Childcare,Hebron,21830,Yes,2,Yes,2,No,3,Oct 25 2018,Sep 03 2020,0,,,,
Dorchester,154562,Registered Family Home,Wanda Thomas,Hurlock,21643,Yes,3,Yes,3,Yes,2,Oct 25 2018,May 01 2020,0,,,,
Baltimore,15456,Center,Catonsville Presbyterian Child Care Center,Baltimore,21228,Yes,5,Yes,5,Yes,3,Sep 13 2019,Dec 22 2020,0,,Accredited Program,,MSDE
Charles,154528,Registered Family Home,Brenda West,Indian Head,20640,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 14 2020,0,,,,
Harford,154520,Registered Family Home,Lakisha Webb,Edgewood,21040,Yes,3,Yes,3,No,2,Feb 25 2019,Dec 12 2020,0,,,,
Baltimore,15451,Center,Relay Children's Center,Baltimore,21227,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 16 2020,0,,,,
Anne Arundel,154503,Registered Family Home,Patricia Holland,Pasadena,21122,Yes,1,Yes,1,No,2,Dec 04 2018,Oct 20 2020,0,,,,
Prince George's,154489,Registered Family Home,Rachel Pressley,Fort Washington,20744,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 11 2020,0,,,,
Prince George's,154488,Registered Family Home,Keesha Speight,Temple Hills,20748,Yes,2,Yes,2,No,2,Oct 25 2018,Jul 11 2020,0,,,,
Prince George's,154484,Registered Family Home,Maria Boya,Hyattsville,20783,Yes,1,Yes,1,Yes,2,Oct 25 2018,Nov 26 2020,0,,,,
Baltimore,15448,Center,Mount Providence Child Development Center,Baltimore,21227,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 08 2020,0,,,,
Washington,154463,Registered Family Home,Priscilla Freire,Hagerstown,21740,Yes,1,Yes,1,No,2,Dec 04 2018,Oct 27 2020,2,Nov 27 2018,,,
Baltimore,154460,Center,Kinderspiel Child Care Center,Baltimore,21244,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 23 2020,0,,,,
Baltimore City,154452,Center,Fitness fun & Games @ Patterson Park Public,Baltimore,21224,Yes,1,Yes,1,No,1,Oct 25 2018,Mar 28 2020,0,,,,
Baltimore,154450,Registered Family Home,Theresa Thompson-Graffious,Dundalk,21222,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 24 2020,0,,,,
Montgomery,154446,Center,Rhonda's Child Care,Silver Spring,20906,Yes,1,Yes,1,No,3,Dec 17 2018,Dec 08 2020,0,,,,
Montgomery,154445,Registered Family Home,Nenette Milana,Germantown,20874,Yes,2,Yes,2,Yes,2,Oct 25 2018,Mar 07 2020,0,,,,
Montgomery,154442,Registered Family Home,Patrocinia Matos,Gaithersburg,20878,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 23 2020,1,Jan 25 2019,,,
Carroll,154426,Center,Berry Patch Early Learning Center,Hampstead,21074,Yes,3,Yes,3,Yes,3,Oct 25 2018,Feb 20 2020,0,,,,
Baltimore,154422,Registered Family Home,Ingrid Watson,Windsor Mill,21244,Yes,2,Yes,2,Yes,2,Oct 25 2018,Mar 13 2020,0,,,,
Garrett,154419,Center,Grantsville Early Child Dev. Center,Grantsville,21536,Yes,5,Yes,5,Yes,3,Oct 25 2018,Apr 07 2020,0,,Accredited Program,,MSDE
Baltimore City,154415,Registered Family Home,Ruthie Samuels,Baltimore,21214,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 10 2020,0,,,,
Wicomico,255227,Center,Delmarva Early Learning Center,Salisbury,21804,Yes,5,Yes,5,Yes,3,Oct 25 2018,Aug 05 2020,0,,,,MSDE
Washington,154380,Center,Open Arms Christian Child Development Center,Hagerstown,21740,Yes,3,Yes,3,No,3,Oct 25 2018,May 02 2020,0,,,,
Baltimore City,154340,Center,"Progressive Education Center, Inc.",Baltimore,21215,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jan 09 2020,1,Nov 26 2019,,,MSDE
Frederick,154332,Center,ICC Child Development Center,Frederick,21702,Yes,1,Yes,1,Yes,3,Oct 25 2018,Feb 06 2020,0,,,,
Baltimore,15433,Center,Play Centers at Our Lady of Hope,Baltimore,21222,Yes,3,Yes,3,No,1,Jan 07 2019,Dec 05 2020,0,,,,
Wicomico,154302,Center,Westside Intermediate Kids Klub Afterschool Program,Hebron,21830,Yes,1,Yes,1,Yes,1,Oct 25 2018,Jul 28 2020,0,,,,
Baltimore,15430,Center,Little Light Child Care Center,Baltimore,21222,Yes,1,Yes,1,No,3,Jan 10 2019,Dec 04 2020,0,,,,
Baltimore,154299,Center,Timonium Children's Center,Timonium,21093,Yes,1,Yes,1,Yes,3,Oct 25 2018,Oct 01 2020,0,,,,
Saint Mary's,154257,Center,Riversong Christian Learning Center,California,20619,Yes,1,Yes,1,Yes,3,Oct 25 2018,Nov 12 2020,0,,,,MSDE
Baltimore,15424,Center,Christmas Child Care Center,Baltimore,21222,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jan 25 2020,0,,,,
Prince George's,154220,Registered Family Home,Steaphanie Pitman,Temple Hills,20748,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 14 2020,0,,,,
Baltimore,15422,Center,St. Stephens Christian Academy,Baltimore,21221,Yes,1,Yes,1,Yes,3,Dec 19 2018,Dec 02 2020,0,,,,
Montgomery,154210,Center,Nanda Child Care Center,Rockville,20850,Yes,4,Yes,4,Yes,3,Oct 25 2018,Jan 18 2020,0,,Accredited Program,,MSDE
Baltimore City,154205,Registered Family Home,LaVonne Oliver,Baltimore,21239,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 27 2020,1,Sep 30 2019,,,
Baltimore City,154201,Center,Ernetta Paradise of Fun Day Care Center,Baltimore,21213,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jan 25 2020,0,,,,
Baltimore,15418,Center,Our Lady of Mt Carmel Extended Care,Essex,21221,Yes,1,Yes,1,Yes,1,Oct 25 2018,Aug 29 2020,0,,,,
Montgomery,154120,Registered Family Home,Sara Uddin,Germantown,20874,Yes,1,Yes,1,No,2,Nov 28 2018,Dec 02 2020,0,,,,
Montgomery,154113,Center,Academy Child Development Center @ Galway,Silver Spring,20904,Yes,5,Yes,5,Yes,3,Oct 25 2018,Feb 29 2020,0,,Accredited Program,,MSDE
Baltimore,15411,Center,Martin Boulevard Day Care,Baltimore,21220,Yes,3,Yes,3,Yes,3,Oct 25 2018,Sep 09 2020,0,,,,
Baltimore City,154107,Registered Family Home,Angella Spencer,Baltimore,21214,Yes,3,No,,No,,,Nov 08 2014,0,,,,
Charles,154082,Registered Family Home,Dale Stewart-Minson,Waldorf,20602,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 26 2020,0,,,,
Frederick,154065,Center,Goddard School Urbana,Frederick,21704,Yes,1,Yes,1,No,3,Oct 25 2018,Nov 13 2020,0,,,,
Prince George's,154021,Registered Family Home,Rosslyn Hallman,Lanham,20706,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 25 2020,0,,,,
Baltimore City,153998,Center,AJA'S Developmental Center,Baltimore,21206,Yes,1,Yes,1,No,3,Oct 25 2018,Feb 26 2020,0,,,,
Baltimore City,153996,Center,Little Angels Learning Palace,Baltimore,21224,Yes,1,Yes,1,Yes,3,Oct 25 2018,Feb 25 2020,0,,,,
Calvert,153984,Center,Barstow Elementary Before and After School Program,Prince Frederick,20678,Yes,2,Yes,2,No,1,Dec 11 2018,Dec 05 2020,0,,,,
Carroll,153981,Center,ABC Care Inc. @ Winfield,Westminster,21157,Yes,1,Yes,1,No,1,Oct 25 2018,Oct 10 2020,0,,,,
Somerset,153980,Registered Family Home,Lula Polk,Princess Anne,21853,Yes,2,Yes,2,Yes,2,Dec 07 2018,Oct 11 2020,0,,,,
Baltimore City,153904,Registered Family Home,Angela Duncan,Baltimore,21217,Yes,1,Yes,1,Yes,2,Oct 25 2018,Feb 22 2020,0,,,,
Charles,153882,Registered Family Home,Leomie Brown,Waldorf,20601,Yes,3,Yes,3,Yes,2,Jan 09 2019,Sep 09 2020,0,,,,
Baltimore City,153880,Center,Sister II Sister Play N Learn Daycare,Baltimore,21206,Yes,3,Yes,3,Yes,3,Oct 25 2018,Oct 02 2020,0,,,,
Montgomery,153866,Registered Family Home,Dolibets Guzman-Garcia,Gaithersburg,20877,Yes,1,Yes,1,No,2,Oct 25 2018,Mar 16 2020,0,,,,
Baltimore City,15383,Center,Jewish Community Center of Greater Baltimore,Baltimore,21215,Yes,2,Yes,2,Yes,3,Oct 25 2018,Oct 08 2020,0,,,,
Baltimore City,153823,Registered Family Home,Maria Bailey,Baltimore,21216,Yes,1,Yes,1,Yes,2,Oct 25 2018,Nov 12 2020,0,,,,
Howard,153812,Center,Columbia Academy Preschool #5,Fulton,20759,Yes,0,No,,Yes,,,Feb 05 2016,0,,,,
Harford,153734,Registered Family Home,Shontrell Barmer,Edgewood,21040,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 21 2020,0,,,,
Baltimore,15370,Center,Woodbrook Early Education Center,Baltimore,21212,Yes,5,Yes,5,Yes,3,Oct 25 2018,Aug 20 2020,1,Jul 17 2019,Quality Business Practices  | Health and Wellness  | Accredited Program,,MSDE  | National Association for the Education of Young Children (NAEYC)
Anne Arundel,153698,Center,"Children of America Crofton, LLC",Gambrills,21054,Yes,1,Yes,1,Yes,3,Oct 25 2018,Aug 21 2020,0,,,,
Montgomery,153691,Registered Family Home,Elizabeth Gouw,Clarksburg,20871,Yes,4,Yes,4,Yes,2,Dec 02 2019,Dec 12 2020,0,,,,NAFCC
Baltimore City,153682,Registered Family Home,Danielle Tetteh,Baltimore,21215,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 17 2020,0,,,,
Baltimore,15368,Center,Rodgers Forge United Methodist Church Children's Center,Baltimore,21212,Yes,1,Yes,1,No,3,Oct 25 2018,Aug 06 2020,0,,,,
Baltimore,153661,Registered Family Home,Lesha Joseph,Baltimore,21237,Yes,2,Yes,2,Yes,2,Oct 25 2018,Mar 07 2020,0,,,,NAFCC
Baltimore City,15366,Center,Govans Presbyterian Pre-school,Baltimore,21212,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jan 23 2020,0,,,,
Howard,153658,Registered Family Home,Zernigar Khan,Laurel,20723,Yes,1,Yes,1,No,2,Oct 25 2018,Sep 11 2020,1,Sep 11 2019,,,
Montgomery,153646,Registered Family Home,Nilda Vera-Coronil,Montgomery Village,20886,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 10 2020,0,,,,
Montgomery,153645,Registered Family Home,Cecilia Cruz,Rockville,20851,Yes,5,Yes,5,Yes,2,Sep 12 2019,Sep 12 2020,0,,,National Association for Family Child Care (NAFCC) 2020-11-01,NAFCC
Prince George's,153630,Registered Family Home,Theresa Flowers,Accokeek,20607,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 06 2020,0,,,,
Baltimore,153624,Registered Family Home,Janice Semanick,Baltimore,21227,Yes,3,Yes,3,No,2,Sep 10 2019,Sep 26 2020,0,,,,
Baltimore,153615,Registered Family Home,Casey Taylor,Arbutus,21227,Yes,1,Yes,1,No,2,Jan 05 2019,Dec 29 2020,0,,,,
Baltimore City,153614,Registered Family Home,Tiffany Brown,Baltimore,21214,Yes,1,Yes,1,Yes,2,Oct 25 2018,Feb 05 2020,0,,,,
Baltimore,153603,Registered Family Home,Shondel Smith,Windsor Mill,21244,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 17 2020,0,,,,
Anne Arundel,153569,Registered Family Home,Darlene Richardson,Odenton,21113,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 02 2020,0,,,,
Baltimore,153562,Registered Family Home,Neeraj Sood,Baltimore,21227,Yes,1,Yes,1,No,2,Dec 19 2018,Nov 03 2020,0,,,,
Carroll,153503,Center,The Goddard School of Eldersburg,Eldersburg,21784,Yes,1,Yes,1,Yes,3,Oct 25 2018,May 09 2020,0,,,,
Talbot,153502,Registered Family Home,Sandra Caldwell,Easton,21601,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Howard,153484,Center,St. Louis Early Learning & Before and After Care Center,Clarksville,21029,Yes,5,Yes,5,Yes,3,Oct 25 2018,May 09 2020,0,,,,AdvancED
Cecil,153478,Registered Family Home,Heather Messner,Elkton,21921,Yes,1,Yes,1,Yes,2,Oct 25 2018,Apr 29 2020,0,,,,
Baltimore City,153471,Center,Special Me Developmental Center,Baltimore,21218,Yes,3,Yes,3,No,3,Oct 25 2018,Aug 26 2020,0,,,,
Saint Mary's,153446,Registered Family Home,Cheryll Johnson,Bushwood,20618,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 10 2020,1,Mar 25 2019,,,
Prince George's,153437,Registered Family Home,Stella Oladokun,Glenn Dale,20769,Yes,0,No,,No,,,Nov 02 2017,0,,,,
Baltimore City,15342,Center,E.B. Hirsh Early Childhood  Center,Baltimore,21208,Yes,3,Yes,3,No,3,Oct 25 2018,Apr 15 2020,0,,,,
Anne Arundel,153410,Center,KinderCare 301835,Gambrills,21054,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jan 07 2020,0,,Accredited Program 2023-01-01,National Association for the Education of Young Children (NAEYC) 2023-01-01,National Association for the Education of Young Children (NAEYC)
Cecil,153406,Center,YMCA B/A School @ Rising Sun Elementary School,Rising Sun,21911,Yes,0,Yes,1,Yes,1,Oct 25 2018,Aug 06 2020,0,,,,
Baltimore,153389,Registered Family Home,Kim White,Owings Mills,21117,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 22 2020,0,,,,
Prince George's,153374,Center,Tiny Town Early Learning Center,Riverdale,20737,Yes,1,Yes,1,No,3,Jan 09 2019,Nov 26 2020,0,,,,
Howard,153370,Center,First  Lutheran Preschool,Ellicott City,21042,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jan 10 2020,0,,Health and Wellness,,
Prince George's,153364,Registered Family Home,Daphnee James,Laurel,20708,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 29 2020,0,,,,
Montgomery,153358,Center,Easter Seals CDC-Silver Spring,Silver Spring,20910,Yes,3,Yes,3,Yes,3,Nov 30 2018,Nov 19 2020,0,,Accredited Program,,National Association for the Education of Young Children (NAEYC)
Prince George's,153348,Center,Northview Before and After School Learning Program,Bowie,20716,Yes,3,Yes,3,No,1,Oct 25 2018,Feb 20 2020,0,,,,
Anne Arundel,153311,Center,Right Start Academy,Gambrills,21054,Yes,2,Yes,2,Yes,3,Dec 12 2018,Dec 08 2020,0,,,,
Charles,153310,Center,CCDCS/AlphaBEST@Neal,Waldorf,20602,Yes,1,Yes,1,Yes,1,Oct 25 2018,Aug 06 2020,0,,,,
Anne Arundel,153309,Center,Nantucket Elementary School Age,Crofton,21114,Yes,3,Yes,3,Yes,1,Oct 25 2018,Apr 18 2020,0,,Health and Wellness  | Asthma-Friendly Program,,
Howard,153307,Registered Family Home,Maryam Shakouri,Columbia,21045,Yes,2,Yes,2,Yes,2,Oct 25 2018,Sep 17 2020,0,,,,
Harford,153288,Center,Hot Spots Extended Care Program at William S. James,Abingdon,21009,Yes,1,Yes,1,No,1,Dec 07 2018,Dec 05 2020,0,,,,
Baltimore,153225,Center,Sweet Potato Kids-Liberty Road,Randallstown,21133,Yes,3,Yes,3,No,3,Oct 25 2018,Jul 11 2020,0,,,,
Baltimore,153202,Registered Family Home,Samina Zulqurnain,Catonsville,21228,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 10 2020,0,,,,
Frederick,153195,Center,Kid's Villa Learning Center LLC,Ijamsville,21754,Yes,5,Yes,5,Yes,3,Oct 25 2018,Sep 10 2020,0,,Accredited Program,,MSDE
Cecil,153192,Registered Family Home,Laura Wright,Elkton,21921,Yes,1,Yes,1,No,2,Dec 20 2018,Dec 03 2020,0,,,,
Saint Mary's,153189,Registered Family Home,Laura Plack,Great Mills,20634,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 14 2020,0,,,,
Washington,153182,Registered Family Home,Leigh Stotelmyer,Williamsport,21795,Yes,3,Yes,3,No,2,Jan 07 2019,Nov 20 2020,0,,,,
Baltimore,153160,Registered Family Home,Danette Puller,Essex,21221,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 06 2020,0,,,,
Prince George's,153140,Center,Little Precious Treasures,Beltsville,20705,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 15 2020,0,,,,
Prince George's,153139,Registered Family Home,Samantha Nelson,Capitol Heights,20743,Yes,3,Yes,3,Yes,2,Oct 25 2018,Oct 02 2020,0,,,,
Baltimore City,153136,Registered Family Home,Dekia Glascoe,Baltimore,21216,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 21 2020,0,,,,
Baltimore,15313,Center,Towson Presbyterian  Preschool,Towson,21204,Yes,5,Yes,5,Yes,3,Oct 25 2018,Sep 03 2020,0,,Quality Business Practices  | Health and Wellness,,MSDE
Prince George's,153110,Registered Family Home,Kimberly Heartwell,Clinton,20735,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 11 2020,0,,,,
Harford,153093,Center,Creative Journeys Learning Center,Edgewood,21040,Yes,3,Yes,3,Yes,3,Oct 25 2018,Aug 01 2020,0,,,,
Baltimore,15309,Center,Milford Mill Church Child Development Center,Baltimore,21208,Yes,2,Yes,5,Yes,3,Dec 06 2018,Nov 14 2020,0,,,,MSDE
Harford,153058,Registered Family Home,Lisa Page,Belcamp,21017,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 05 2020,0,,,,
Baltimore,153050,Registered Family Home,Karen Taylor,Randallstown,21133,Yes,2,Yes,2,No,2,Mar 08 2019,Oct 16 2020,1,Feb 03 2019,,,
Montgomery,153045,Registered Family Home,Omaira Marino,Silver Spring,20905,Yes,3,Yes,3,Yes,2,Jun 18 2019,Jul 18 2020,0,,,,
Charles,153035,Registered Family Home,Sequia Burch,White Plains,20695,Yes,1,Yes,1,No,2,Nov 18 2018,Oct 17 2020,0,,,,
Baltimore,15303,Center,St. Joseph Child Development Center-073242,Towson,21204,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 11 2020,0,,,National Association for the Education of Young Children (NAEYC) 2023-11-01,National Association for the Education of Young Children (NAEYC)
Howard,153012,Registered Family Home,Meenakshi Das,Columbia,21046,Yes,1,Yes,1,No,2,Oct 25 2018,Jun 04 2020,0,,,,
Baltimore,15301,Center,Hampton Lane Child Development Center,Towson,21286,Yes,2,Yes,2,Yes,3,Oct 25 2018,May 01 2020,1,Jul 03 2019,,,
Baltimore City,255180,Registered Family Home,Carla Sawyer,Baltimore,21223,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,1,Feb 21 2019,,,
Baltimore City,152973,Center,Little Kings & Queens Day Care Center,Baltimore,21213,Yes,1,Yes,1,No,3,Dec 17 2018,Oct 24 2020,0,,,,
Montgomery,152968,Registered Family Home,Urmila Sahu,North Potomac,20878,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Baltimore City,152960,Center,Just Kids Inc.,Baltimore,21224,Yes,1,Yes,1,Yes,3,Oct 25 2018,Apr 17 2020,0,,,,
