County,License Number,MSDE Program Type,Program Name,City Name,Zip Code,Participation Status,Draft Rating,Has Program Published,Published Rating,Has an Accreditation,Published Rubric Version,Date Published,Expiration Date,Total TAS Requests,Most Recent TAS request,Achievements,Accreditations,Alternative Pathways
Baltimore City,15292,Center,Downtown Baltimore Child Care Center,Baltimore,21201,Yes,5,Yes,5,Yes,3,Oct 25 2018,May 02 2020,0,,,Maryland Accreditation (MSDE) 2021-04-30,MSDE
Caroline,152903,Registered Family Home,Erin Jones,Marydel,21649,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 15 2020,0,,,,
Baltimore,152901,Center,The Center of My Joy,Baltimore,21222,Yes,1,Yes,1,Yes,3,Oct 25 2018,Mar 09 2020,0,,,,
Baltimore,15290,Center,West Liberty Child Development Center and  Extended  Care,White Hall,21161,Yes,2,Yes,2,Yes,3,Oct 25 2018,Mar 10 2020,0,,,,
Washington,152889,Registered Family Home,Lois Lockard,Hagerstown,21740,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 27 2020,0,,,,NAFCC
Frederick,152843,Center,Calvary United Methodist Church Weekday School,Frederick,21701,Yes,5,Yes,5,Yes,3,Oct 25 2018,Apr 18 2020,0,,,,MSDE
Prince George's,152838,Registered Family Home,Valerie Quick,Fort Washington,20744,Yes,1,Yes,1,No,2,Oct 25 2018,Oct 22 2020,0,,,,
Montgomery,152831,Center,Sunrise Early Learning Center @ Shady Spring Drive,Gaithersburg,20877,Yes,1,Yes,1,No,3,Oct 25 2018,Feb 05 2020,0,,,,
Charles,152824,Center,The Journey of Faith Center for Child Development,Waldorf,20603,Yes,2,Yes,2,No,3,Dec 18 2018,Dec 05 2020,1,Jul 10 2019,,,
Baltimore,15282,Center,YMCA SACC Cedarmere,Reisterstown,21136,Yes,1,Yes,1,Yes,1,Oct 25 2018,Apr 15 2020,0,,,,
Baltimore,152816,Registered Family Home,Lisa Bonas,Baltimore,21222,Yes,1,Yes,1,Yes,2,Oct 25 2018,Apr 11 2020,0,,,,
Baltimore,152805,Center,"American Kenpo Karate, LLC.",Dundalk,21222,Yes,0,Yes,1,Yes,1,Dec 06 2018,Oct 30 2020,0,,,,
Baltimore,152792,Center,Milestones Children's Center,Baltimore,21220,Yes,1,Yes,1,Yes,3,Oct 25 2018,Aug 25 2020,0,,,,
Howard,152782,Registered Family Home,Glenna Webster,Columbia,21045,Yes,0,Yes,3,No,2,Apr 24 2019,Jun 16 2020,0,,,,
Howard,152764,Registered Family Home,Gladys Camacho,Ellicott City,21043,Yes,1,Yes,1,No,2,Oct 25 2018,Jun 24 2020,0,,,,
Baltimore,15276,Center,Kinder-Praise Learning Center,Randallstown,21133,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 16 2020,0,,,,
Howard,152753,Registered Family Home,Abigail Toledo,Columbia,21045,Yes,1,Yes,1,Yes,2,Oct 25 2018,Oct 24 2020,0,,,,
Prince George's,152751,Registered Family Home,Laurel Pearson,Upper Marlboro,20772,Yes,1,Yes,1,No,2,Nov 28 2018,Oct 14 2020,0,,,,
Carroll,152727,Center,New Beginnings Christian Learning Center,Taneytown,21787,Yes,5,Yes,5,Yes,3,Feb 06 2019,Dec 19 2020,0,,Accredited Program,,MSDE
Charles,152724,Registered Family Home,LaShean Brandon,Waldorf,20602,Yes,1,Yes,1,Yes,2,Oct 25 2018,Feb 25 2020,0,,,,
Baltimore City,152720,Center,My Heavenly Angels,Baltimore,21218,Yes,1,Yes,1,No,3,Oct 25 2018,Feb 08 2020,0,,,,
Baltimore,15269,Center,White Marsh Child Care I,Perry Hall,21128,Yes,5,Yes,5,Yes,3,Oct 25 2018,Feb 25 2020,0,,Accredited Program,,MSDE
Charles,152681,Registered Family Home,Kelly Clark,Waldorf,20602,Yes,0,No,,No,,,May 06 2016,0,,,,
Baltimore,15267,Center,Kinder Care Learning Center-301117,Perry Hall,21128,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jul 21 2020,0,,,,National Association for the Education of Young Children (NAEYC)
Montgomery,152646,Registered Family Home,Lynnette Arana,Rockville,20853,Yes,1,Yes,1,Yes,2,Oct 25 2018,Aug 20 2020,0,,,,
Montgomery,152596,Center,ICOG's Hope Child Care Center,Gaithersburg,20879,Yes,2,Yes,2,No,3,Nov 30 2018,Nov 27 2020,0,,,,
Baltimore,15258,Center,Jewish Community Center Early Childhood Department,Owings Mills,21117,Yes,1,Yes,1,Yes,3,Oct 25 2018,Mar 10 2020,0,,Health and Wellness,,
Baltimore,15257,Center,Happy Acres Child Care,Owings Mills,21117,Yes,1,Yes,1,No,3,Oct 25 2018,Oct 24 2020,0,,,,
Baltimore,152557,Registered Family Home,Joyce Young,Halethorpe,21227,Yes,0,Yes,1,No,2,Oct 25 2018,Jun 02 2020,0,,,,
Dorchester,152547,Registered Family Home,Ellen Willis,Hurlock,21643,Yes,3,Yes,3,Yes,2,Oct 25 2018,May 09 2020,0,,,,
Baltimore City,152526,Registered Family Home,Pushpa Sharma,Baltimore,21206,Yes,3,Yes,3,No,2,Oct 25 2018,Oct 01 2020,0,,,,
Baltimore,15252,Center,Monkton Country Day Care,Monkton,21111,Yes,2,Yes,2,No,3,Oct 25 2018,Jun 16 2020,0,,,,
Montgomery,152506,Registered Family Home,Hilda Barboza-Chavez,Gaithersburg,20886,Yes,5,Yes,5,Yes,2,Oct 25 2018,Mar 17 2020,0,,Accredited Program,,NAFCC
Baltimore,15250,Center,Valley Baptist Preschool,Lutherville,21093,Yes,1,Yes,1,No,3,Oct 25 2018,May 11 2020,0,,,,
Caroline,152485,Registered Family Home,Michelle Wheatley,Federalsburg,21632,Yes,3,Yes,3,No,2,Oct 25 2018,Jan 09 2020,1,Jan 08 2019,,,
Howard,152481,Registered Family Home,Oladunni Aromire,Elkridge,21075,Yes,1,Yes,1,No,2,Dec 05 2018,Nov 20 2020,0,,,,
Baltimore,15247,Center,Play Centers at Pot Spring Elementary School,Timonium,21093,Yes,3,Yes,3,No,1,Dec 11 2018,Nov 05 2020,0,,,,
Baltimore,15246,Center,Play Centers at Pinewood Elementary,Timonium,21093,Yes,3,Yes,3,No,1,Oct 25 2018,Mar 17 2020,0,,,,
Baltimore,152453,Center,Wonder Friends Learning Center,Towson,21286,Yes,1,Yes,1,Yes,3,Oct 25 2018,May 01 2020,0,,,,
Baltimore,15244,Center,Epiphany Early Learning Center,Timonium,21093,Yes,3,Yes,3,Yes,3,Oct 25 2018,Dec 25 2020,0,,,,
Wicomico,152410,Registered Family Home,Argene Jones,Salisbury,21804,Yes,1,Yes,1,No,2,Dec 11 2018,Dec 03 2020,0,,,,
Prince George's,152402,Center,Kinder Explorers Children Learning Center,Lanham,20706,Yes,3,Yes,3,No,3,Oct 25 2018,Feb 05 2020,0,,,,
Baltimore City,152367,Center,Childtime Learning Center,Baltimore,21201,Yes,1,Yes,1,Yes,3,Oct 25 2018,May 22 2020,0,,,,National Association for the Education of Young Children (NAEYC)
Howard,152364,Registered Family Home,Tabassum Naeem,Elkridge,21075,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 27 2020,0,,,,
Prince George's,152360,Center,"Themba Creative Learning Center, LLC",Lanham,20706,Yes,4,Yes,4,Yes,3,Oct 25 2018,Mar 11 2020,0,,,,NAC
Harford,152352,Registered Family Home,Bethany Dinger,Bel Air,21014,Yes,2,Yes,2,No,2,Oct 25 2018,Dec 19 2020,0,,,,
Baltimore,15233,Center,Epworth Children's Center,Cockeysville,21030,Yes,2,Yes,2,Yes,3,Oct 25 2018,Jun 26 2020,0,,,,
Montgomery,152314,Center,Mi Escuelita Daycare,Silver Spring,20906,Yes,2,Yes,2,No,3,Oct 25 2018,Jul 26 2020,0,,,,
Baltimore City,152305,Center,Universal Child Day Care @ Hilton,Baltimore,21216,Yes,1,Yes,1,Yes,3,Oct 25 2018,May 09 2020,0,,,,
Prince George's,152304,Registered Family Home,LaFreda Brady,Lanham,20706,Yes,1,Yes,1,No,2,Oct 25 2018,Sep 09 2020,0,,,,
Baltimore City,152282,Center,Scholars in Wonderland Childcare Center,Baltimore,21214,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jan 23 2020,0,,,,
Baltimore City,152237,Center,Koinonia Baptist Day Care,Baltimore,21206,Yes,2,Yes,2,Yes,3,Oct 25 2018,Apr 10 2020,1,Apr 26 2019,,,
Prince George's,152232,Center,Bowie Community Center,Bowie,20715,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 29 2020,0,,,,
Montgomery,152223,Registered Family Home,Shanece Williamson,Germantown,20874,Yes,1,Yes,1,No,2,Nov 28 2018,Nov 03 2020,0,,,,
Baltimore,152202,Registered Family Home,Cara Potter-Knight,Randallstown,21133,Yes,2,Yes,2,Yes,2,Oct 25 2018,Oct 20 2020,0,,,,
Harford,152200,Registered Family Home,Sally Lund,Joppa,21085,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 27 2020,0,,,,
Charles,152184,Registered Family Home,Lisa Leigh,White Plains,20695,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 30 2020,0,,,,
Carroll,152149,Center,Our Children's Place Learning Center,Westminster,21157,Yes,3,Yes,3,Yes,3,Oct 25 2018,May 29 2020,0,,,,
Montgomery,152143,Registered Family Home,Ijeoma Iheme,Germantown,20876,Yes,1,Yes,1,Yes,2,Oct 25 2018,Aug 28 2020,0,,,,
Prince George's,152110,Center,Pointer Ridge Before and After School Program,Bowie,20716,Yes,3,Yes,3,Yes,1,Jan 08 2019,Nov 19 2020,0,,,,
Prince George's,152081,Center,Heritage Care @ St. Thomas More,Hyattsville,20782,Yes,1,Yes,1,Yes,3,Oct 25 2018,Oct 30 2020,0,,Quality Business Practices,,MSDE
Baltimore City,152077,Registered Family Home,Cynthia Stewart,Baltimore,21226,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 25 2020,0,,,,
Prince George's,152072,Registered Family Home,Debra Harrison,Fort Washington,20744,Yes,1,Yes,1,Yes,2,Oct 25 2018,Oct 28 2020,0,,,,
Baltimore,152042,Registered Family Home,Ingrid Brown,Baltimore,21207,Yes,1,Yes,1,No,2,Dec 05 2018,Nov 12 2020,1,Nov 19 2018,,,
Baltimore City,152033,Center,My Village Learning Center,Baltimore,21206,Yes,1,Yes,1,Yes,3,Oct 25 2018,Feb 25 2020,0,,,,
Baltimore,152012,Center,The Goddard School in White Marsh-Honeygo,Baltimore,21236,Yes,5,Yes,5,Yes,3,Oct 25 2018,Jul 23 2020,0,,Accredited Program,,MSDE
Baltimore,152004,Registered Family Home,Priscilla Givens-Ball,Baltimore,21207,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 19 2020,0,,,,
Calvert,152001,Center,Bright Beginnings Children's Center II,Owings,20736,Yes,5,Yes,5,Yes,3,Oct 25 2018,May 15 2020,0,,Health and Wellness  | Quality Business Practices  | Accredited Program,Maryland Accreditation (MSDE) 2021-01-31,MSDE
Montgomery,151996,Center,Bar-T @ College Gardens Elementary,Rockville,20850,Yes,3,Yes,3,No,1,Oct 25 2018,Apr 07 2020,0,,,,
Anne Arundel,151986,Center,Pasadena Elementary School Age Child Care,Pasadena,21122,Yes,3,Yes,3,Yes,1,Oct 25 2018,Feb 28 2020,0,,Asthma-Friendly Program  | Health and Wellness,,
Prince George's,151975,Center,Body Moves Before & Aftercare,Fort Washington,20744,Yes,0,Yes,1,Yes,1,Oct 25 2018,Jun 17 2020,0,,,,
Cecil,151967,Registered Family Home,Mandy Wright,Elkton,21921,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 07 2020,0,,,,
Carroll,151958,Center,Celebree Learning Center @ Hampstead,Hampstead,21074,Yes,3,Yes,3,No,3,Nov 30 2018,Nov 14 2020,0,,,,
Anne Arundel,151953,Center,Tracey's Elementary School Age Child Care,Tracys Landing,20779,Yes,3,Yes,3,Yes,1,Oct 25 2018,Feb 28 2020,0,,Health and Wellness  | Asthma-Friendly Program,,
Baltimore,151901,Registered Family Home,Deborah Brill,Baltimore,21220,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 05 2020,0,,,,
Baltimore City,151868,Registered Family Home,Tammy Witherspoon,Baltimore,21214,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 16 2020,0,,,,
Prince George's,151863,Center,Perfect Angels Child Care Center,Clinton,20735,Yes,1,Yes,1,Yes,3,Oct 25 2018,May 01 2020,0,,,,
Prince George's,151861,Registered Family Home,Omonike Olabisi,Lanham,20706,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 31 2020,0,,,,
Baltimore,151825,Center,Saint Stephen School Preschool and After School Care,Kingsville,21087,Yes,5,Yes,5,Yes,3,Mar 01 2019,Apr 15 2020,1,Nov 13 2018,,,AdvancED
Carroll,151823,Registered Family Home,Pamela Burdette,Woodbine,21797,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 22 2020,0,,,,
Baltimore,151808,Registered Family Home,Samina Siddique,Windsor Mill,21244,Yes,2,Yes,2,Yes,2,Feb 22 2019,Aug 12 2020,0,,,,
Dorchester,151785,Registered Family Home,Patricia Payne,Hurlock,21643,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 05 2020,0,,,,
Howard,151732,Registered Family Home,Rhonda Watson,Columbia,21045,Yes,5,Yes,5,Yes,2,Oct 25 2018,Aug 05 2020,0,,Quality Business Practices  | Health and Wellness,,NAFCC
Baltimore,151721,Registered Family Home,Letia Hunter,Essex,21221,Yes,1,Yes,1,Yes,2,Nov 28 2018,Oct 20 2020,1,Oct 30 2018,,,
Wicomico,151700,Center,Dove Pointe Child Care Center,Salisbury,21804,Yes,1,Yes,1,Yes,1,Dec 19 2018,Nov 13 2020,0,,,,
Baltimore,151689,Registered Family Home,Mary Gaither,Catonsville,21228,Yes,2,Yes,2,No,2,Oct 25 2018,Mar 17 2020,1,Nov 26 2018,,,
Harford,151658,Registered Family Home,Amanda Young,Belcamp,21017,Yes,1,Yes,1,Yes,2,Nov 28 2018,Oct 09 2020,0,,,,
Calvert,151646,Center,Imagine Nations Early Learning Center,Owings,20736,Yes,2,Yes,2,Yes,3,Feb 22 2019,Oct 02 2020,0,,,,
Garrett,151640,Center,Kids World,Oakland,21550,Yes,1,Yes,1,No,3,Jan 05 2019,Nov 26 2020,0,,,,
Montgomery,151619,Center,Bar -T @ Ritchie Park Elementary School,Rockville,20854,Yes,2,Yes,2,No,1,Dec 14 2018,Nov 19 2020,0,,,,
Baltimore City,151618,Center,St. Vincent de Paul Head Start Center  Site III,Baltimore,21215,Yes,5,Yes,5,Yes,3,Oct 25 2018,Jul 07 2020,0,,Accredited Program  | Eco-Friendly Program,Maryland Accreditation (MSDE) 2021-07-31,MSDE
Howard,151617,Registered Family Home,Salina Akhter,Ellicott City,21043,Yes,1,Yes,1,No,2,Oct 25 2018,Mar 11 2020,1,Mar 08 2019,,,
Montgomery,151613,Registered Family Home,Maria Montano,Silver Spring,20906,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 02 2020,0,,,,
Prince George's,151611,Registered Family Home,Lisa Hill,Temple Hills,20748,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 30 2020,0,,,,
Caroline,151607,Registered Family Home,Laurie Davis,Greensboro,21639,Yes,3,Yes,3,Yes,2,Oct 25 2018,May 28 2020,0,,,,
Harford,151604,Registered Family Home,Cheryl Stottlemyer,Havre De Grace,21078,Yes,1,Yes,1,Yes,2,Jan 31 2019,Dec 05 2020,0,,,,
Montgomery,151579,Registered Family Home,Tamara Noel,Germantown,20874,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 09 2020,0,,,,
Baltimore,151565,Registered Family Home,Shirley Holley,Baltimore,21239,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Prince George's,151538,Center,Rainbow Child Care III,Bowie,20715,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 15 2020,0,,,,
Charles,151535,Registered Family Home,Susan Moore,White Plains,20695,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 05 2020,0,,,,
Montgomery,151527,Registered Family Home,Abaynesh Abate,Silver Spring,20901,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 11 2020,0,,,,
Frederick,151523,Center,The Learning Bee,Frederick,21701,Yes,3,Yes,3,Yes,3,Sep 24 2019,Sep 29 2020,1,Sep 20 2019,,,MSDE
Harford,151520,Registered Family Home,Kimberly Bugda,Abingdon,21009,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 25 2020,0,,,,
Washington,151495,Registered Family Home,Marie Edmond,Hagerstown,21740,Yes,1,Yes,1,No,2,Dec 07 2018,Oct 30 2020,0,,,,
Baltimore,151488,Registered Family Home,Iryna Galitsky,Baltimore,21209,Yes,1,Yes,1,No,2,Oct 25 2018,Mar 24 2020,0,,,,
Harford,151485,Center,Celebree Learning Centers of Rock Spring,Forest Hill,21050,Yes,3,Yes,3,No,3,Dec 04 2018,Nov 15 2020,0,,,,
Harford,151481,Registered Family Home,Darlene Booker,Belcamp,21017,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 09 2020,0,,,,
Washington,151457,Registered Family Home,Melissa Proctor,Hagerstown,21742,Yes,1,Yes,1,No,2,Oct 25 2018,May 27 2020,0,,,,
Harford,151448,Center,The Goddard School,Bel Air,21015,Yes,5,Yes,5,Yes,3,Oct 25 2018,Jul 10 2020,0,,Health and Wellness  | Accredited Program  | Eco-Friendly Program,,MSDE
Baltimore City,151422,Registered Family Home,Tiffany Lemmon,Baltimore,21229,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 14 2020,0,,,,
Baltimore City,151421,Center,Kiddie Calvert,Baltimore,21210,Yes,1,Yes,1,No,3,Oct 25 2018,Apr 07 2020,0,,,,
Baltimore,151411,Center,Learn-N-Play at Baltimore Highlands Elementary School,Baltimore,21227,Yes,3,Yes,3,Yes,1,Oct 25 2018,Apr 16 2020,0,,,,
Harford,151402,Registered Family Home,Sharon Jones,Edgewood,21040,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 09 2020,0,,,,
Montgomery,151382,Registered Family Home,Manju Shore,Rockville,20853,Yes,1,Yes,1,Yes,2,Nov 28 2018,Nov 03 2020,0,,,,
Baltimore City,151375,Center,Milk and Honey Child Care Services,Baltimore,21229,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jan 25 2020,0,,,,
Carroll,151353,Center,St. James' Nursery School,Mount Airy,21771,Yes,5,Yes,5,Yes,3,Oct 25 2018,Aug 28 2020,0,,Asthma-Friendly Program  | Eco-Friendly Program  | Health and Wellness  | Cultural and Linguistic Competency  | Accredited Program,,MSDE  | National Association for the Education of Young Children (NAEYC)
Howard,151341,Center,Kiddie Academy of Elkridge,Elkridge,21075,Yes,2,Yes,2,No,3,Oct 02 2019,Dec 22 2020,0,,,,
Frederick,151326,Registered Family Home,Jennifer Fogle,Frederick,21703,Yes,2,Yes,2,No,2,Dec 05 2018,May 15 2020,0,,,,
Saint Mary's,151302,Registered Family Home,Harriet Dyson,Park Hall,20667,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 26 2020,0,,,,
Baltimore City,151293,Registered Family Home,Ebony James,Baltimore,21231,Yes,2,Yes,2,Yes,2,Oct 25 2018,Sep 25 2020,0,,,,
Montgomery,151276,Center,The Goddard School in Gaithersburg,Gaithersburg,20878,Yes,5,Yes,5,Yes,3,Oct 25 2018,Mar 21 2020,0,,,,MSA-CESS
Caroline,151272,Registered Family Home,Denise Blunt,Greensboro,21639,Yes,1,Yes,1,Yes,2,Oct 25 2018,Oct 09 2020,0,,,,
Prince George's,151270,Center,Apple Early Learning Center,Landover,20785,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jun 17 2020,0,,,,
Howard,151268,Center,Bushy Park Early Learning Center,Glenwood,21738,Yes,3,Yes,3,No,3,Dec 19 2018,Nov 07 2020,0,,,,
Allegany,151266,Center,Kids Korner-Cash Valley,LaVale,21502,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jun 17 2020,0,,,,MSDE
Baltimore City,151265,Registered Family Home,Lori Revell,Baltimore,21215,Yes,0,No,,No,,,Dec 09 2015,0,,,,
Howard,151257,Center,Veterans Elementary School Recreational Licensed Child Care,Ellicott City,21043,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 05 2020,0,,,,
Baltimore City,151251,Center,St. Vincent de Paul Head Start - Southeast @ Patterson Park,Baltimore,21231,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jun 03 2020,0,,Eco-Friendly Program,Maryland Accreditation (MSDE) 2022-07-23,
Prince George's,151233,Registered Family Home,Veronica Vines,Oxon Hill,20745,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 18 2020,0,,,,
Prince George's,151228,Registered Family Home,Tamala Brent,Clinton,20735,Yes,1,Yes,1,No,2,Dec 11 2018,Nov 14 2020,0,,,,
Montgomery,151220,Center,Montgomery Child Care Association at Arcola Elementary School,Silver Spring,20902,Yes,4,Yes,4,Yes,3,Oct 25 2018,Aug 01 2020,0,,,,MSDE
Cecil,151208,Center,YMCA  @Conowingo Elementary School,Conowingo,21918,Yes,1,Yes,1,Yes,1,Oct 25 2018,Aug 06 2020,0,,,,
Carroll,151205,Center,YMCA SACC @ Runnymede Elementary School,Westminster,21157,Yes,1,Yes,1,Yes,1,Oct 25 2018,Apr 15 2020,0,,,,
Harford,151204,Center,YMCA at Churchville Elementary School,Churchville,21028,Yes,2,Yes,2,Yes,1,Oct 25 2018,Jan 25 2020,0,,,,
Howard,151203,Center,Bushy Park Extended Recreation Program,Glenwood,21738,Yes,1,Yes,1,Yes,1,Oct 25 2018,Apr 29 2020,0,,,,
Montgomery,151202,Center,"KidsCo., Inc. at Damascus Elementary School",Damascus,20872,Yes,2,Yes,2,No,1,Oct 25 2018,Jan 10 2020,0,,,,
Baltimore City,151189,Center,Herring Run @ Bowleys Site,Baltimore,21206,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 23 2020,0,,,,MSDE
Prince George's,151186,Registered Family Home,Denise Hames,Capitol Heights,20743,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 10 2020,0,,,,
Prince George's,151180,Registered Family Home,Gloria Thurman,Landover,20785,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 15 2020,0,,,,
Anne Arundel,151168,Registered Family Home,Marnishay Angeles,Severn,21144,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 17 2020,0,,,,
Anne Arundel,151153,Registered Family Home,Danielle Thorpe,Glen Burnie,21061,Yes,1,Yes,1,Yes,2,Oct 25 2018,Aug 28 2020,0,,,,
Anne Arundel,151133,Center,Impressionable Years,Gambrills,21054,Yes,3,Yes,3,Yes,3,Oct 25 2018,Mar 06 2020,0,,,,
Montgomery,151125,Registered Family Home,Anastasia Vorontsova,Potomac,20854,Yes,2,Yes,2,No,2,Aug 02 2019,Sep 26 2020,2,Sep 10 2019,,,
Garrett,151115,Registered Family Home,Kathy Drummond,Accident,21520,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 07 2020,0,,,,
Carroll,151109,Center,Playtime at Sandymount,Finksburg,21048,Yes,1,Yes,1,No,1,Oct 25 2018,Jan 25 2020,0,,,,
Montgomery,151096,Center,Twinbrook Christian Daycare,Rockville,20851,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jan 07 2020,0,,,,
Baltimore,151084,Registered Family Home,Landis Carter,Randallstown,21133,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 18 2020,0,,,,
Montgomery,151083,Registered Family Home,Rossana Huamani,Montgomery Village,20886,Yes,1,Yes,1,Yes,2,Jan 25 2019,Sep 29 2020,0,,Accredited Program,,NAFCC
Baltimore City,151060,Registered Family Home,LaKesha Solomon,Baltimore,21205,Yes,3,Yes,3,No,2,Oct 25 2018,Apr 07 2020,0,,,,
Baltimore,151054,Registered Family Home,Zonthrera Moses,Baltimore,21244,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 08 2020,0,,,,
Charles,151048,Center,CCDCS/AlphaBEST  Child Care,Port Tobacco,20677,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 26 2020,0,,,,
Harford,151032,Registered Family Home,Myesha Parker,Edgewood,21040,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 11 2020,0,,,,
Montgomery,151020,Registered Family Home,Maria Galeas,Silver Spring,20904,Yes,5,Yes,5,Yes,2,Oct 25 2018,Apr 10 2020,0,,Accredited Program,,NAFCC
Baltimore City,151015,Registered Family Home,Jennifer Moore,Baltimore,21206,Yes,1,Yes,1,No,2,Jan 02 2019,Dec 30 2020,0,,,,
Baltimore,151011,Center,Day Timers Early Learning Center,Owings Mills,21117,Yes,2,Yes,2,No,3,Oct 25 2018,Jul 16 2020,0,,,,
Washington,151006,Registered Family Home,Cecilia Soto,Hagerstown,21740,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 02 2020,0,,,,
Frederick,150975,Registered Family Home,LaKeisha Johnson,Frederick,21703,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 17 2020,0,,,,
Montgomery,255461,Center,Kid's Villa Learning Center  Waring Station,Germantown,20874,Yes,5,Yes,5,Yes,3,Oct 25 2018,Sep 04 2020,0,,,,MSDE
Frederick,150961,Registered Family Home,Dionne Pellew,Frederick,21701,Yes,5,Yes,5,No,2,Oct 25 2018,May 09 2020,0,,,,
Prince George's,150944,Registered Family Home,Angela Morris,Accokeek,20607,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 09 2020,0,,,,
Prince George's,150943,Registered Family Home,Crystal Bradley,Capitol Heights,20743,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 10 2020,0,,,,
Prince George's,150939,Center,Genesis Learning Center 4,Glenarden,20706,Yes,1,Yes,1,No,3,Oct 25 2018,Feb 22 2020,0,,,,
Harford,150936,Registered Family Home,Jennifer Cook,Forest Hill,21050,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 21 2020,0,,,,
Prince George's,150914,Registered Family Home,Geneva Terrell,Mitchellville,20721,Yes,1,Yes,1,No,2,Oct 25 2018,Jun 24 2020,0,,,,
Prince George's,150911,Center,God's Little People Infant Center,Capitol Heights,20743,Yes,3,Yes,3,No,3,Dec 11 2018,Dec 19 2020,0,,,,
Frederick,150871,Center,Adventure Park USA Child Care,Monvoria,21770,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 05 2020,0,,,,
Charles,150859,Registered Family Home,Lynn Willett,Waldorf,20603,Yes,1,Yes,1,No,2,Oct 25 2018,May 28 2020,0,,,,
Saint Mary's,150849,Registered Family Home,Tammy Richards,Clements,20624,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 25 2020,0,,,,
Talbot,150843,Center,The Kinder Garden  LLC,Easton,21601,Yes,1,Yes,1,No,3,Oct 25 2018,Aug 07 2020,0,,,,
Baltimore City,150826,Registered Family Home,Ericka Wilkins,Baltimore,21212,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 19 2020,0,,,,
Montgomery,150799,Center,Kreative Kidz LLC,Silver Spring,20906,Yes,1,Yes,1,Yes,3,Oct 25 2018,Apr 03 2020,0,,,,
Montgomery,150777,Public Pre-K,Weller Road Elementary School,Silver Spring,20906,Yes,5,Yes,5,Yes,1,Oct 25 2018,Jun 05 2020,0,,,,MSDE
Montgomery,150771,Public Pre-K,Rolling Terrace Elementary School,Silver Spring,20912,Yes,5,Yes,5,Yes,1,Oct 25 2018,Jan 23 2020,0,,,,MSDE
Baltimore,150764,Registered Family Home,Evangeline Hurt,Baltimore,21206,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Baltimore City,150760,Registered Family Home,Terele Lee,Baltimore,21229,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 28 2020,0,,,,
