County,License Number,MSDE Program Type,Program Name,City Name,State Name,Zip Code,Participation Status,Draft Rating,Has Program Published,Published Rating,Has an Accreditation,Published Rubric Version,Date Published,Expiration Date,Total TAS Requests,Most Recent TAS request,Achievements,Accreditations,Alternative Pathways
Howard,34020,Center,Peter Pan Learning Center,Marriottsville,Maryland,21104,Yes,2,Yes,5,Yes,3,Oct 25 2018,Jan 29 2020,0,,,,MSDE
Howard,34006,Center,Child's Garden Learning Center,Columbia,Maryland,21046,Yes,1,Yes,1,No,3,Oct 25 2018,Sep 26 2020,0,,,,
Howard,33994,Center,KinderCare-000350,Columbia,Maryland,21044,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 09 2020,0,,,,National Association for the Education of Young Children (NAEYC)
Howard,33974,Center,Lornwood Day Care & Gifted Center,Columbia,Maryland,21044,Yes,2,Yes,2,No,3,Jan 25 2019,Dec 15 2020,0,,,,
Montgomery,33933,Center,Crossway Community Montessori School,Kensington,Maryland,20895,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jun 23 2020,0,,,,MSDE
Montgomery,33915,Center,Colesville Child Care,Silver Spring,Maryland,20904,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jul 02 2020,0,,,,MSDE
Montgomery,33911,Center,Dee Dee's Place at Fairland,Silver Spring,Maryland,20904,Yes,3,Yes,3,No,3,Dec 18 2018,Dec 17 2020,0,,,,
Montgomery,33904,Center,Dee Dee's Place,Silver Spring,Maryland,20904,Yes,3,Yes,3,Yes,3,Nov 27 2018,Feb 05 2020,0,,,,
Montgomery,33898,Center,Horizon Child Care Incorporated at Martin Luther King Park,Silver Spring,Maryland,20904,Yes,3,Yes,3,No,3,Oct 25 2018,Jan 31 2020,0,,,,
Montgomery,33887,Center,Saint Francis International School,Silver Spring,Maryland,20903,Yes,5,Yes,5,Yes,3,Oct 25 2018,Mar 04 2020,0,,Accredited Program,,AdvancED
Montgomery,33870,Center,Childtime Children's Center,Gaithersburg,Maryland,20878,Yes,1,Yes,1,No,3,Oct 25 2018,Jan 11 2020,0,,,,
Montgomery,33857,Center,KinderCare-301407,Gaithersburg,Maryland,20878,Yes,2,Yes,2,Yes,3,Sep 13 2019,Sep 19 2020,0,,,,National Association for the Education of Young Children (NAEYC)
Montgomery,33842,Center,Bar-T at Travilah Elementary School,North Potomac,Maryland,20878,Yes,3,Yes,3,Yes,1,Oct 25 2018,Apr 08 2020,0,,,,
Montgomery,33841,Center,Bar-T at Rachel Carson Elementary School,Gaithersburg,Maryland,20878,Yes,3,Yes,3,Yes,1,Oct 25 2018,Apr 07 2020,0,,,,
Montgomery,33839,Center,Academy Child Development Center @ Stonemill ES,North Potomac,Maryland,20878,Yes,5,Yes,5,Yes,3,Oct 25 2018,Jul 21 2020,0,,Accredited Program,,MSDE
Montgomery,33836,Center,Academy Child Development Center,North Potomac,Maryland,20878,Yes,5,Yes,5,Yes,3,Jan 05 2019,Dec 02 2020,0,,Accredited Program,,MSDE
Baltimore City,33812,Registered Family Home,Joslyn Dorsey,Baltimore,Maryland,21215,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 05 2020,0,,,,
Howard,33793,Center,St. Johns Lane Extended Recreation Program,Ellicott City,Maryland,21042,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 05 2020,0,,,,
Howard,33778,Center,Pointers Run Extended Recreation Program,Clarksville,Maryland,21029,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 05 2020,0,,,,
Howard,33746,Center,Lisbon Extended Recreation Program,Lisbon,Maryland,21765,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 05 2020,0,,,,
Howard,33742,Center,The Young School Early Education Program,Columbia,Maryland,21046,Yes,3,Yes,3,Yes,3,Oct 25 2018,Mar 10 2020,0,,,,MSDE
Howard,33738,Center,Laurel Woods Extended Recreation Program,Laurel,Maryland,20723,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 05 2020,0,,,,
Howard,33734,Center,Clarlen Nursery Inc,Ellicott City,Maryland,21042,Yes,1,Yes,1,No,3,Oct 25 2018,Aug 07 2020,0,,,,
Howard,33733,Center,Forest Ridge Extended Recreation Program,Laurel,Maryland,20723,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 05 2020,0,,,,
Montgomery,33695,Center,Kids After Hours at Greencastle Elementary,Silver Spring,Maryland,20904,Yes,3,Yes,3,Yes,1,Oct 25 2018,Feb 08 2020,0,,,,
Howard,33692,Center,La Petite Child Care,Columbia,Maryland,21046,Yes,1,Yes,1,Yes,3,Oct 25 2018,Oct 06 2020,0,,,,
Howard,33684,Center,La Petite Child Care,Ellicott City,Maryland,21042,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 30 2020,0,,,,
Howard,33673,Center,La Petite Child Care,Columbia,Maryland,21045,Yes,3,Yes,3,Yes,3,Oct 25 2018,Mar 31 2020,0,,,,
Washington,33662,Center,YMCA Emma K. Doub After School,Hagerstown,Maryland,21740,Yes,2,Yes,2,Yes,1,Oct 25 2018,Jul 01 2020,0,,,,
Baltimore City,33657,Center,Companions Extended Day Care,Baltimore,Maryland,21212,Yes,3,Yes,3,Yes,3,Oct 25 2018,Feb 27 2020,0,,,,
Howard,33656,Center,Worthington Elementary SAS,Ellicott City,Maryland,21043,Yes,2,Yes,2,No,1,Oct 25 2018,Feb 27 2020,0,,,,
Howard,33655,Center,Elkridge Extended Recreation Program,Elkridge,Maryland,21075,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 05 2020,0,,,,
Washington,33654,Center,YMCA Fountaindale ASP,Hagerstown,Maryland,21740,Yes,2,Yes,2,Yes,1,Oct 25 2018,Sep 12 2020,0,,,,
Howard,33653,Center,Waterloo Elementary SAS,Columbia,Maryland,21045,Yes,2,Yes,2,Yes,1,Oct 25 2018,May 29 2020,0,,,,
Washington,33651,Center,Head Start of Washington Co.,Hagerstown,Maryland,21740,Yes,5,Yes,5,Yes,3,Oct 25 2018,Sep 16 2020,0,,,,MSDE
Howard,33650,Center,Thunder Hill Elementary SAS,Columbia,Maryland,21045,Yes,2,Yes,2,No,1,Oct 25 2018,Jan 10 2020,0,,,,
Howard,33649,Center,Deep Run Extended Recreation Program,Elkridge,Maryland,21075,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 05 2020,0,,,,
Howard,33646,Center,Talbott Springs Elementary SAS,Columbia,Maryland,21045,Yes,2,Yes,2,No,1,Oct 25 2018,Feb 08 2020,0,,,,
Calvert,33641,Center,Saint Paul United Methodist Preschool Center,Lusby,Maryland,20657,Yes,2,Yes,2,Yes,3,Oct 25 2018,Sep 12 2020,0,,,,
Howard,33639,Center,Swansfield Elementary SAS,Columbia,Maryland,21044,Yes,2,Yes,2,No,1,Oct 25 2018,Feb 05 2020,0,,,,
Montgomery,33634,Center,First Baptist Church WEE Center,Rockville,Maryland,20850,Yes,4,Yes,4,Yes,3,Jun 14 2019,Aug 30 2020,0,,Health and Wellness,,
Montgomery,33625,Center,Bar-T @ Goshen Elementary School,Gaithersburg,Maryland,20882,Yes,3,Yes,3,Yes,1,Oct 25 2018,Apr 07 2020,0,,,,
Carroll,33610,Center,Sunshine Child Development Center II,Lineboro,Maryland,21102,Yes,1,Yes,1,No,3,Oct 25 2018,Feb 25 2020,0,,,,
Carroll,33608,Center,Playtime at Hampstead ES,Hampstead,Maryland,21074,Yes,1,Yes,1,Yes,1,Oct 25 2018,Jan 25 2020,0,,,,
Montgomery,33601,Center,"The Arc Montgomery County Karasik and Family, Infant and Child Care Center",Silver Spring,Maryland,20901,Yes,3,Yes,3,No,3,Nov 29 2018,Nov 19 2020,0,,,,
Montgomery,33599,Center,Northwood Presbyterian Child Care Center,Silver Spring,Maryland,20902,Yes,1,Yes,1,Yes,3,Oct 25 2018,May 19 2020,0,,,,
Carroll,33585,Center,ABC Care Inc/Eldersburg,Sykesville,Maryland,21784,Yes,1,Yes,3,Yes,1,Oct 25 2018,Mar 21 2020,0,,,,Council on Accreditation / After-School Accreditation (COA/ASA)
Carroll,33582,Center,ABC Care Inc/Piney Ridge,Sykesville,Maryland,21784,Yes,1,Yes,3,Yes,1,Oct 25 2018,Mar 21 2020,0,,,,Council on Accreditation / After-School Accreditation (COA/ASA)
Carroll,33580,Center,ABC Care Inc/Friendship Valley,Westminster,Maryland,21157,Yes,3,Yes,3,Yes,1,Oct 25 2018,Mar 04 2020,0,,,Council on Accreditation / After-School Accreditation (COA/ASA) 2021-05-31,
Montgomery,33578,Center,Horizon Child Care,Silver Spring,Maryland,20901,Yes,0,Yes,1,Yes,1,Oct 25 2018,Jun 24 2020,0,,,,
Caroline,33565,Center,Denton Child Development Center,Denton,Maryland,21629,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 07 2020,1,May 29 2019,,,
Montgomery,33518,Center,Tikvat Israel ECC,Rockville,Maryland,20851,Yes,2,Yes,2,No,3,Oct 25 2018,Apr 15 2020,1,Feb 07 2019,,,
Baltimore City,33514,Center,Catholic Charities Head Start Baltimore City @ Wilkens Avenue,Baltimore,Maryland,21223,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 17 2020,0,,,,MSDE
Howard,33510,Center,Grace Early Learning Center,Elkridge,Maryland,21075,Yes,2,Yes,2,No,3,Jan 25 2019,Dec 19 2020,0,,,,
Baltimore,33503,Center,Open Door at Harford Hills Elementary School,Baltimore,Maryland,21234,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 03 2020,0,,,,
Baltimore,33501,Center,Noah's Ark Children's Center,Upper Falls,Maryland,21156,Yes,1,Yes,1,No,3,Oct 25 2018,Jul 01 2020,0,,,,
Montgomery,33497,Center,Bright Eyes Child Care,Silver Spring,Maryland,20906,Yes,4,Yes,4,Yes,3,Nov 28 2018,Oct 10 2020,0,,,,MSDE
Baltimore,33496,Center,White Marsh Child Care III,Baltimore,Maryland,21236,Yes,2,Yes,2,No,3,Dec 07 2018,Dec 08 2020,0,,,,
Howard,33492,Center,Stevens Forest SAS,Columbia,Maryland,21045,Yes,2,Yes,2,No,1,Oct 25 2018,Jan 15 2020,0,,,,
Howard,33477,Center,Running Brook SAS,Columbia,Maryland,21044,Yes,2,Yes,2,Yes,1,Oct 25 2018,May 07 2020,0,,,,
Washington,33451,Center,YMCA Clear Spring AS,Clear Spring,Maryland,21722,Yes,1,Yes,2,Yes,1,Oct 25 2018,May 02 2020,2,Nov 30 2019,,,
Montgomery,33443,Center,Peppertree Children 's Center,Germantown,Maryland,20874,Yes,5,Yes,5,Yes,3,Oct 25 2018,Feb 22 2020,0,,Accredited Program,,National Association for the Education of Young Children (NAEYC)
Montgomery,33434,Center,Bar-T at Ronald McNair Elementary School,Germantown,Maryland,20874,Yes,3,Yes,3,Yes,1,Oct 25 2018,Apr 07 2020,0,,,,
Baltimore,33414,Center,Gray Charles at Charlesmont,Baltimore,Maryland,21222,Yes,1,Yes,1,Yes,1,Oct 25 2018,Apr 11 2020,0,,,,
Montgomery,33405,Center,The Learning Tree Child Development Center,Burtonsville,Maryland,20866,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 01 2020,0,,Quality Business Practices,,
Howard,33400,Center,Bollman Bridge Extended  Recreation Program,Jessup,Maryland,20794,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 05 2020,0,,,,
Baltimore,33395,Center,Saint James Preschool,Parkton,Maryland,21120,Yes,1,Yes,1,No,3,Oct 25 2018,Apr 14 2020,0,,,,
Baltimore,33386,Center,Honeygo Child Development Center,Perry Hall,Maryland,21128,Yes,1,Yes,1,Yes,3,Oct 25 2018,Feb 22 2020,0,,,,
Garrett,33383,Center,Kiddie Korner,Mountain Lake Park,Maryland,21550,Yes,1,Yes,1,Yes,3,Oct 25 2018,May 15 2020,0,,,,
Howard,33375,Center,Phelps Luck SAS,Columbia,Maryland,21045,Yes,2,Yes,2,No,1,Oct 25 2018,Feb 27 2020,0,,,,
Calvert,33352,Center,Busy Bee Nursery,Prince Frederick,Maryland,20678,Yes,1,Yes,1,Yes,3,Oct 25 2018,Mar 21 2020,0,,,,
Montgomery,33349,Center,La Petite Child Care,Germantown,Maryland,20874,Yes,1,Yes,1,Yes,3,Oct 25 2018,Feb 05 2020,0,,,,
Queen Anne's,33335,Center,Chesapeake College ECD Center,Wye Mills,Maryland,21679,Yes,5,Yes,5,Yes,3,Nov 30 2018,Nov 27 2020,0,,Health and Wellness  | Accredited Program,,MSDE
Calvert,33333,Center,Solomons Day Care Center,Solomons,Maryland,20688,Yes,4,Yes,4,No,3,Feb 08 2019,Oct 16 2020,1,Jul 24 2019,,,
Montgomery,33317,Center, St. John the Evangelist Extended Day Prgrm.,Silver Spring,Maryland,20902,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 08 2020,0,,,,AdvancED
Washington,33308,Center,SCCI _Sharpsburg Ctr,Sharpsburg,Maryland,21782,Yes,1,Yes,1,Yes,1,Oct 25 2018,Apr 14 2020,0,,,,
Montgomery,33306,Center,Montgomery Child Care Association Kensington/Forest Glen,Silver Spring,Maryland,20902,Yes,5,Yes,5,Yes,3,Dec 14 2018,Nov 14 2020,0,,,,MSDE
Montgomery,33305,Center,La Petite,Gaithersburg,Maryland,20877,Yes,1,Yes,1,Yes,3,Dec 18 2018,Dec 17 2020,0,,,,
Montgomery,33303,Center,YMCA SS CCC @ Hastings,Silver Spring,Maryland,20901,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jun 06 2020,0,,,,
Montgomery,33302,Center,YMCA School's Out Club at Indian Spring Recreation Center,Silver Spring,Maryland,20901,Yes,3,Yes,3,Yes,1,Oct 25 2018,May 16 2020,0,,,,
Montgomery,33301,Center,Silver Spring Presbyterian Church Children's Center,Silver Spring,Maryland,20901,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jan 14 2020,0,,,,MSDE
Carroll,33281,Center,ABC Care Inc/Mechanicsville,Sykesville,Maryland,21784,Yes,3,Yes,3,Yes,1,Oct 25 2018,Mar 04 2020,0,,,Council on Accreditation / After-School Accreditation (COA/ASA) 2021-07-31,
Allegany,33280,Center,HRDC Cumberland St. Head Start,Cumberland,Maryland,21502,Yes,1,Yes,1,Yes,3,Dec 11 2018,Dec 03 2020,0,,,,
Montgomery,33277,Center,Silver Spring Learning Center,Silver Spring,Maryland,20902,Yes,3,Yes,3,No,3,Oct 25 2018,May 13 2020,0,,,,
Carroll,33273,Center,ABC Care Inc. @ Westminster ES,Westminster,Maryland,21158,Yes,2,Yes,2,Yes,1,Oct 25 2018,Mar 04 2020,0,,,,
Carroll,33272,Center,ABC Care Inc/St John's,Westminster,Maryland,21157,Yes,0,Yes,4,Yes,1,Oct 25 2018,Mar 04 2020,0,,,Council on Accreditation / After-School Accreditation (COA/ASA) 2021-05-31,
Carroll,33267,Center,Playtime at Manchester ES,Manchester,Maryland,21102,Yes,1,Yes,1,Yes,1,Oct 25 2018,Jan 25 2020,0,,,,
Prince George's,33259,Center,St. Matthew's UME Education Center,Bowie,Maryland,20715,Yes,3,Yes,3,Yes,3,Oct 25 2018,Feb 22 2020,0,,,Maryland Accreditation (MSDE) 2021-01-31,MSDE
Prince George's,33247,Center,Prince George's County Public School Employee's Child Care Center,Landover Hills,Maryland,20784,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jun 10 2020,0,,,,MSDE
Prince George's,33243,Center,New Hope Academy,Landover Hills,Maryland,20784,Yes,1,Yes,1,No,3,Oct 25 2018,Apr 28 2020,0,,,,
Carroll,33237,Center,Holy Spirit ECLC,Eldersburg,Maryland,21784,Yes,1,Yes,1,No,3,Jan 05 2019,Dec 08 2020,0,,,,
Carroll,33208,Center,Littlest Learners Child Development Center,Westminster,Maryland,21157,Yes,5,Yes,5,No,3,Oct 25 2018,Apr 15 2020,0,,,,
Prince George's,33205,Center,LaPetite Child Care,Bowie,Maryland,20720,Yes,0,No,,No,,,Sep 26 2014,0,,,,
Prince George's,33202,Center,KinderCare - 301118,Bowie,Maryland,20716,Yes,3,Yes,3,Yes,3,Oct 25 2018,Sep 30 2020,0,,,,National Association for the Education of Young Children (NAEYC)
Prince George's,33199,Center,KinderCare -301301,Lanham,Maryland,20706,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jan 25 2020,0,,,National Association for the Education of Young Children (NAEYC) 2023-09-01,National Association for the Education of Young Children (NAEYC)
Prince George's,33195,Center,William Beanes SACC,Suitland,Maryland,20746,Yes,1,Yes,1,No,1,Jan 07 2019,Dec 25 2020,0,,,,
Prince George's,33184,Center,Swann Road Early Learning Ctr,Suitland,Maryland,20746,Yes,1,Yes,1,Yes,3,Oct 25 2018,Feb 22 2020,0,,,,
Prince George's,33163,Center,PG County Employee's CCC,Upper Marlboro,Maryland,20772,Yes,3,Yes,3,Yes,3,Oct 25 2018,Apr 30 2020,0,,,,MSDE
Prince George's,33151,Center,Langley Park Com Ctr..,Hyattsville,Maryland,20783,Yes,1,Yes,1,Yes,1,Oct 25 2018,Jul 29 2020,0,,,,MSDE
Washington,33150,Center,Rehoboth Learning Center,Williamsport,Maryland,21795,Yes,5,Yes,5,Yes,3,Oct 25 2018,Jul 01 2020,0,,Asthma-Friendly Program,,MSDE
Howard,33149,Center,Resurrection St.Paul Ed-U-Care,Ellicott City,Maryland,21042,Yes,3,Yes,3,Yes,3,Oct 25 2018,May 21 2020,0,,,,AdvancED
Prince George's,33140,Center,Hyattsville Hills Child and Family Center,Hyattsville,Maryland,20781,Yes,1,Yes,1,Yes,3,Oct 25 2018,Apr 28 2020,0,,,,
Howard,33139,Center,Bethany Lane Baptist Church,Ellicott City,Maryland,21042,Yes,1,Yes,1,No,3,Oct 25 2018,Feb 06 2020,0,,,,
Prince George's,33133,Center,New Carrollton Early Learning Center,New Carrollton,Maryland,20784,Yes,3,Yes,3,Yes,3,Oct 25 2018,May 15 2020,0,,,,
Queen Anne's,33122,Center,Day Care Inc.,Centreville,Maryland,21617,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 09 2020,0,,,,
Montgomery,33118,Center,Clara Barton Center for Children,Cabin John,Maryland,20818,Yes,5,Yes,5,Yes,3,Oct 25 2018,May 09 2020,0,,Accredited Program,,MSDE
Carroll,33116,Center,Sunshine Child Development Center I,Lineboro,Maryland,21102,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 03 2020,0,,,,
Montgomery,33112,Center,Community Companions,Rockville,Maryland,20851,Yes,0,Yes,1,Yes,1,Jan 15 2019,Dec 22 2020,0,,,,Council on Accreditation / After-School Accreditation (COA/ASA)
Carroll,33106,Center,Wee Care Best-Hampstead,Hampstead,Maryland,21074,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jun 26 2020,0,,,,
Carroll,33099,Center,Child's Nurturing Center,Finksburg,Maryland,21048,Yes,0,No,,No,,,Aug 27 2014,0,,,,
Montgomery,33096,Registered Family Home,Carmen Gordon,Bethesda,Maryland,20817,Yes,1,Yes,1,No,2,Oct 25 2018,Oct 29 2020,0,,,,
Prince George's,33080,Center,The Children's Centre,Bowie,Maryland,20716,Yes,2,Yes,2,Yes,3,Oct 25 2018,Jun 26 2020,1,Jun 10 2019,,,
Carroll,33055,Center,KinderCare-301124,Eldersburg,Maryland,21784,Yes,3,Yes,3,Yes,3,Dec 17 2018,Dec 15 2020,0,,,,National Association for the Education of Young Children (NAEYC)
Prince George's,33020,Center,St. Ann's Day Care Center,Hyattsville,Maryland,20782,Yes,2,Yes,2,Yes,3,Oct 25 2018,Mar 07 2020,0,,,,
Prince George's,33005,Center,Northwestern HS CCC,Hyattsville,Maryland,20782,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 09 2020,0,,,,
Prince George's,32997,Center,YMCA Laurel Elementary,Laurel,Maryland,20707,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 22 2020,0,,,,
Prince George's,32991,Center,KinderCare - 301178,Laurel,Maryland,20707,Yes,3,Yes,3,Yes,3,Oct 25 2018,May 28 2020,0,,,,National Association for the Education of Young Children (NAEYC)
Kent,32988,Center,Miss Ann's Day Care LLC,Chestertown,Maryland,21620,Yes,1,Yes,1,Yes,3,Oct 25 2018,Feb 05 2020,0,,,,
Prince George's,32980,Center,Greenwood School,Hyattsville,Maryland,20782,Yes,0,Yes,1,Yes,3,Oct 25 2018,Jun 03 2020,0,,Accredited Program,National Association for the Education of Young Children (NAEYC) 2023-10-01,National Association for the Education of Young Children (NAEYC)
Prince George's,32979,Center,Greenway Learning Center for Infant and Children,Greenbelt,Maryland,20770,Yes,1,Yes,1,Yes,3,Dec 07 2018,Dec 05 2020,0,,,,
Prince George's,32977,Center,Greenbelt Children's Center,Greenbelt,Maryland,20770,Yes,5,Yes,5,Yes,3,Oct 25 2018,Mar 31 2020,0,,Health and Wellness  | Quality Business Practices  | Asthma-Friendly Program  | Accredited Program,National Association for the Education of Young Children (NAEYC) 2023-02-01,National Association for the Education of Young Children (NAEYC)
Prince George's,32975,Center,Goddard Child Development  Center,Greenbelt,Maryland,20771,Yes,5,Yes,5,Yes,3,Oct 25 2018,Jul 10 2020,0,,Health and Wellness  | Quality Business Practices  | Asthma-Friendly Program  | Eco-Friendly Program  | Cultural and Linguistic Competency  | Accredited Program,,MSDE  | National Association for the Education of Young Children (NAEYC)
Prince George's,32963,Center,Enchanted Way Day Care Center,Greenbelt,Maryland,20770,Yes,2,Yes,2,No,3,Oct 25 2018,Apr 30 2020,1,Apr 30 2019,,,
Washington,32951,Center,YMCA Pangborn AS,Hagerstown,Maryland,21742,Yes,2,Yes,2,Yes,1,Oct 25 2018,May 02 2020,0,,,,
Washington,32949,Center,YMCA Lincolnshire AS,Hagerstown,Maryland,21740,Yes,2,Yes,2,Yes,1,Oct 25 2018,Jul 01 2020,0,,,,
Washington,32948,Center,Kids Club Inc,Boonsboro,Maryland,21713,Yes,1,Yes,1,No,1,Jan 30 2019,Dec 29 2020,0,,,,
Howard,32945,Center,Northfield Elementary SAS,Ellicott City,Maryland,21042,Yes,2,Yes,2,No,1,Oct 25 2018,Apr 01 2020,0,,,,
Baltimore,32938,Center,Lodge Forest Child Care Center,Baltimore,Maryland,21219,Yes,1,Yes,1,No,3,Dec 05 2018,Dec 12 2020,0,,,,
Baltimore City,32927,Registered Family Home,Sherrod Higgins,Baltimore,Maryland,21231,Yes,1,Yes,1,No,2,Oct 25 2018,May 27 2020,0,,,,
Howard,32923,Center,Longfellow Elementary SAS,Columbia,Maryland,21044,Yes,2,Yes,2,No,1,Oct 25 2018,Feb 27 2020,0,,,,
Howard,32915,Center,Jeffers Hill SAS,Columbia,Maryland,21045,Yes,2,Yes,2,Yes,1,Oct 25 2018,Mar 21 2020,0,,,,
Baltimore,32913,Center,YMCA Back River Head Start Center,Baltimore,Maryland,21221,Yes,1,Yes,1,Yes,3,Nov 30 2018,Apr 16 2020,0,,,,MSDE
Washington,32910,Center,Hagerstown Day Nursery Inc,Hagerstown,Maryland,21740,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 30 2020,0,,,,
Howard,32888,Center,Hammond Elementary SAS,Laurel,Maryland,20723,Yes,2,Yes,2,No,1,Oct 25 2018,Mar 06 2020,0,,,,
Howard,32868,Center,Guilford Elementary SAS,Columbia,Maryland,21046,Yes,2,Yes,2,No,1,Oct 25 2018,Jan 25 2020,0,,,,
Howard,32862,Center,Clemens Crossing ElementarySAS,Columbia,Maryland,21044,Yes,2,Yes,2,Yes,1,Oct 25 2018,Mar 21 2020,0,,,,
Prince George's,32840,Center,Deerfield Run Community Center Kid's Care,Laurel,Maryland,20708,Yes,1,Yes,1,Yes,1,Oct 25 2018,Jun 10 2020,0,,,,
Howard,32838,Center,Clarksville Elementary SAS,Clarksville,Maryland,21029,Yes,2,Yes,2,No,1,Oct 25 2018,Mar 11 2020,0,,,,
Howard,32828,Center,Centennial Lane Elementary SAS,Ellicott City,Maryland,21042,Yes,2,Yes,2,Yes,1,Oct 25 2018,Mar 21 2020,0,,,,
Prince George's,32827,Center,KinderCare - 000157,Beltsville,Maryland,20705,Yes,3,Yes,3,Yes,3,Jul 19 2019,Aug 18 2020,0,,,National Association for the Education of Young Children (NAEYC) 2022-05-01,National Association for the Education of Young Children (NAEYC)
Howard,32812,Center,Bryant Woods Elementary SAS,Columbia,Maryland,21044,Yes,2,Yes,2,Yes,1,Oct 25 2018,Apr 14 2020,0,,,,
Howard,32805,Center,Atholton Elementary SAS,Columbia,Maryland,21046,Yes,2,Yes,2,No,1,Oct 25 2018,Mar 06 2020,0,,,,
Montgomery,32795,Center,Montgomery Child Care Park Street,Rockville,Maryland,20851,Yes,5,Yes,5,Yes,3,Nov 30 2018,Oct 16 2020,0,,,,MSDE
Baltimore,32790,Center,Immaculate Conception Preschool and  Extended Day,Towson,Maryland,21204,Yes,5,Yes,5,Yes,3,Dec 07 2018,Nov 15 2020,0,,Eco-Friendly Program  | Accredited Program,,AdvancED
Harford,32771,Registered Family Home,Christine Henn,Belcamp,Maryland,21017,Yes,3,Yes,3,No,2,Dec 11 2018,Jul 07 2020,0,,,,
Prince George's,32759,Center,Learning World Child Development Center,Bladensburg,Maryland,20710,Yes,2,Yes,2,Yes,3,Dec 12 2018,Dec 17 2020,0,,,,
Charles,32704,Center,Happy Faces Early Learning Center,Waldorf,Maryland,20601,Yes,1,Yes,1,Yes,3,Oct 25 2018,Feb 25 2020,0,,,,
Charles,32698,Center,Good Shepherd Education Center,Waldorf,Maryland,20602,Yes,5,Yes,5,Yes,3,Oct 25 2018,May 29 2020,0,,Quality Business Practices  | Accredited Program,,MSDE
Montgomery,32659,Center,Montgomery Child Care Bel Pre,Silver Spring,Maryland,20906,Yes,3,Yes,3,Yes,3,Nov 30 2018,Oct 16 2020,0,,,,MSDE
Montgomery,32525,Center,First Steps Day Care Inc. I,Silver Spring,Maryland,20904,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jun 13 2020,0,,,,
Washington,32509,Center,YMCA Bester AS,Hagerstown,Maryland,21740,Yes,2,Yes,2,Yes,1,Oct 25 2018,Sep 12 2020,0,,,,
Frederick,32475,Center,Kuddly Bear Child Development,Woodsboro,Maryland,21798,Yes,5,Yes,5,Yes,3,Oct 25 2018,Sep 03 2020,1,May 14 2019,,,MSDE
Prince George's,32446,Center,St Margaret's Day Care Center,Seat Pleasant,Maryland,20743,Yes,1,Yes,1,No,3,Oct 25 2018,Jan 22 2020,0,,,,
Montgomery,32408,Center,Childtime Children's Center,Bethesda,Maryland,20814,Yes,1,Yes,1,Yes,3,Oct 25 2018,Aug 19 2020,0,,,,
Prince George's,32281,Center,New Chapel Day Care,Camp Springs,Maryland,20748,Yes,1,Yes,1,Yes,3,Dec 05 2018,Nov 20 2020,0,,,,
Prince George's,32277,Center,Middleton Lane Child Care,Temple Hills,Maryland,20748,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 31 2020,0,,,,
Prince George's,32276,Center,Little Busy Bee Early Learning Center,Fort Washington,Maryland,20744,Yes,1,Yes,1,No,3,Oct 25 2018,Apr 16 2020,0,,,,
Prince George's,32271,Center,Indian Queen SACC,Fort Washington,Maryland,20744,Yes,1,Yes,1,No,1,Feb 05 2019,Dec 25 2020,0,,,,
Prince George's,32255,Center,Early Years Child Enrichment,Fort Washington,Maryland,20744,Yes,1,Yes,1,No,3,Oct 25 2018,Aug 19 2020,0,,,,
Harford,32251,Center,YMCA at Youth's Benefit Elementary School,Fallston,Maryland,21047,Yes,2,Yes,2,Yes,1,Oct 25 2018,Jan 25 2020,0,,,,
Harford,32250,Center,YMCA at Prospect Mill Elementary School,Bel Air,Maryland,21015,Yes,2,Yes,2,Yes,1,Oct 25 2018,Jan 25 2020,0,,,,
Harford,32248,Center,YMCA at Bel Air Elementary,Bel Air,Maryland,21014,Yes,2,Yes,2,Yes,3,Oct 25 2018,Jan 25 2020,0,,,,
