County,License Number,MSDE Program Type,Program Name,City Name,State Name,Zip Code,Participation Status,Draft Rating,Has Program Published,Published Rating,Has an Accreditation,Published Rubric Version,Date Published,Expiration Date,Total TAS Requests,Most Recent TAS request,Achievements,Accreditations,Alternative Pathways
Baltimore,110127,Registered Family Home,Latosha Jones,Owings Mills,Maryland,21117,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 23 2020,0,,,,
Baltimore City,110083,Center,Oheb Shalom's Learning Ladder,Baltimore,Maryland,21208,Yes,3,Yes,3,Yes,3,Oct 25 2018,Oct 02 2020,0,,,,
Prince George's,110018,Center,Birchwood City Recreation Center,Oxon Hill,Maryland,20745,Yes,1,Yes,1,No,1,Oct 25 2018,Feb 22 2020,0,,,,
Prince George's,110010,Center,Agape Early Childhood Learning Development Center,Brentwood,Maryland,20722,Yes,1,Yes,1,Yes,3,Oct 25 2018,Mar 12 2020,0,,,,
Howard,109903,Center,The Young School Early Education Program,Columbia,Maryland,21045,Yes,3,Yes,3,Yes,3,Oct 25 2018,May 07 2020,0,,,,MSDE
Garrett,109780,Center,Overlook Child Development Ctr,Oakland,Maryland,21550,Yes,5,Yes,5,No,3,Feb 08 2019,Apr 15 2020,0,,,,
Baltimore City,109771,Center,Milk and Honey Child Care Services,Baltimore,Maryland,21229,Yes,3,Yes,3,No,3,Oct 25 2018,Aug 18 2020,0,,,,
Harford,109709,Registered Family Home,Barbara Smith,Jarrettsville,Maryland,21084,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 24 2020,0,,,,
Baltimore,109669,Registered Family Home,Wanda Johnson,Baltimore,Maryland,21206,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 18 2020,0,,,,
Baltimore City,109627,Registered Family Home,Belinda Mercer,Baltimore,Maryland,21215,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 25 2020,0,,,,
Baltimore City,109503,Registered Family Home,Joyce Mason,Baltimore,Maryland,21239,Yes,0,No,,No,,,Aug 26 2015,0,,,,
Baltimore City,109495,Registered Family Home,Yvonne Palmer,Baltimore,Maryland,21206,Yes,1,Yes,1,Yes,2,Oct 25 2018,Oct 17 2020,0,,,,
Baltimore,109432,Center,Apple Tree Children's Center,Cockeysville,Maryland,21030,Yes,1,Yes,1,No,3,Oct 25 2018,Jul 14 2020,0,,,,
Baltimore,109417,Center,Rising Sun Educational Learning Center,Baltimore,Maryland,21207,Yes,1,Yes,1,Yes,3,Oct 25 2018,Feb 08 2020,0,,,,
Baltimore,109415,Registered Family Home,Jeanette Dwyer,Baltimore,Maryland,21208,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 17 2020,0,,,,
Prince George's,109377,Registered Family Home,Shola Hassan,Riverdale,Maryland,20737,Yes,3,Yes,3,Yes,2,Dec 12 2018,Oct 20 2020,0,,,,
Cecil,109310,Registered Family Home,Karen Hollenbaugh,Elkton,Maryland,21921,Yes,1,Yes,1,No,2,Dec 11 2018,Dec 08 2020,0,,,,
Montgomery,109255,Center,Kids After Hours-Meadow Hall,Rockville,Maryland,20851,Yes,0,Yes,3,Yes,1,Nov 30 2018,Oct 24 2020,0,,,,
Montgomery,109224,Center,Bar T at Spark Matsunaga Elementary School,Germantown,Maryland,20874,Yes,1,Yes,1,No,3,Oct 25 2018,Apr 11 2020,0,,,,
Baltimore City,109215,Center,Johns Hopkins Child Care & Early,Baltimore,Maryland,21231,Yes,3,Yes,3,Yes,3,Oct 25 2018,Mar 04 2020,0,,,,National Association for the Education of Young Children (NAEYC)
Anne Arundel,109161,Registered Family Home,Gaye Schaum,Millersville,Maryland,21108,Yes,3,Yes,3,Yes,2,Oct 25 2018,Feb 08 2020,0,,Accredited Program,National Association for Family Child Care (NAFCC) 2021-05-01,NAFCC
Montgomery,109149,Center,KidsCo at  Waterslanding Elementary School,Germantown,Maryland,20874,Yes,3,Yes,3,Yes,1,Jan 10 2019,Nov 19 2020,0,,,,
Montgomery,109128,Center,Montgomery Child Care Beverly Farms @ Ivymount,Potomac,Maryland,20854,Yes,3,Yes,3,No,3,Dec 07 2018,Oct 16 2020,0,,,,
Frederick,109105,Center,KinderCare- 301718,Frederick,Maryland,21703,Yes,4,Yes,4,Yes,3,Dec 04 2018,Nov 13 2020,0,,Accredited Program 2020-09-20,National Association for the Education of Young Children (NAEYC) 2020-09-20,National Association for the Education of Young Children (NAEYC)
Montgomery,109089,Center,"KidsCo, Inc. at Flower Hill Elementary School",Gaithersburg,Maryland,20879,Yes,3,Yes,3,Yes,1,Oct 25 2018,Mar 25 2020,0,,,,
Montgomery,109069,Center,Wonders Child Care at  Bethesda,Bethesda,Maryland,20814,Yes,1,Yes,1,Yes,1,Oct 25 2018,Aug 06 2020,0,,,,
Anne Arundel,109054,Center,Little Queens & Kings CCC,Severn,Maryland,21144,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 07 2020,0,,,,
Charles,109044,Center,Our Ladys Little Christians,Waldorf,Maryland,20602,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 16 2020,0,,,,
Anne Arundel,108851,Center,YMCA at Glen Burnie Park ES,Glen Burnie,Maryland,21061,Yes,1,Yes,1,Yes,1,Oct 25 2018,Jan 25 2020,0,,,,
Anne Arundel,108843,Center,YMCA at Millersville ES,Millersville,Maryland,21122,Yes,1,Yes,1,Yes,1,Oct 25 2018,Mar 13 2020,0,,,,
Harford,108703,Registered Family Home,Donna DeBord,Bel Air,Maryland,21014,Yes,1,Yes,1,Yes,2,Dec 07 2018,Nov 07 2020,0,,,,
Harford,108649,Center,Monarch Montessori Churchville,Churchville,Maryland,21028,Yes,5,Yes,5,Yes,3,Nov 30 2018,Nov 19 2020,0,,Accredited Program,Maryland Accreditation (MSDE) 2021-01-31,MSDE
Baltimore City,108635,Registered Family Home,Nakia Jackson,Baltimore,Maryland,21205,Yes,1,Yes,1,No,2,Oct 25 2018,Mar 04 2020,0,,,,
Baltimore,108511,Center,Liberty Road Recreation & Parks AM/PM,Owings Mills,Maryland,21117,Yes,1,Yes,1,No,1,Oct 25 2018,Apr 16 2020,2,Sep 24 2019,,,
Carroll,108481,Registered Family Home,Margaret Knatz,Hampstead,Maryland,21074,Yes,2,Yes,2,Yes,2,Oct 25 2018,May 28 2020,0,,,,
Prince George's,108398,Registered Family Home,Annie Burroughs,Temple Hills,Maryland,20748,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 30 2020,0,,,,
Baltimore,108347,Registered Family Home,Deena Gutridge,Baltimore,Maryland,21221,Yes,3,Yes,3,Yes,2,Oct 25 2018,Jul 23 2020,0,,,,
Baltimore,108267,Registered Family Home,Elaine Purvines,Lutherville,Maryland,21093,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 11 2020,0,,,,
Montgomery,108205,Registered Family Home,Alina Benavides,Rockville,Maryland,20850,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 13 2020,0,,,,
Charles,108173,Registered Family Home,Claressa Williams,Waldorf,Maryland,20601,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 11 2020,0,,,,
Washington,108142,Center,YMCA Child Care Center,Hagerstown,Maryland,21742,Yes,3,Yes,3,No,3,Oct 25 2018,Aug 08 2020,0,,,,
Harford,107988,Registered Family Home,Laurie Rossi,Havre De Grace,Maryland,21078,Yes,1,Yes,1,Yes,2,Oct 25 2018,Apr 11 2020,0,,,,
Montgomery,107954,Registered Family Home,Carolyn Smith,Gaithersburg,Maryland,20879,Yes,1,Yes,1,No,2,Jan 02 2019,Dec 17 2020,0,,,,
Prince George's,107926,Registered Family Home,Barbara Chase,District Heights,Maryland,20747,Yes,1,Yes,1,No,2,Dec 19 2018,Nov 18 2020,0,,,,
Anne Arundel,107855,Center,Keenan Christian Learning Center,Pasadena,Maryland,21122,Yes,1,Yes,1,No,1,Oct 25 2018,Jan 05 2020,0,,,,
Baltimore,107798,Center,Unique Children's Learning Center,Randallstown,Maryland,21133,Yes,1,Yes,1,Yes,3,Oct 25 2018,Aug 12 2020,0,,,,
Washington,107754,Registered Family Home,Debbie Hartman,Hagerstown,Maryland,21742,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 08 2020,0,,,,
Talbot,107598,Registered Family Home,Danielle Tapp-Hynson,Easton,Maryland,21601,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 12 2020,0,,,,
Montgomery,107459,Center,Bar-T @ Mill Creek E.S.,Rockville,Maryland,20855,Yes,3,Yes,3,No,1,Oct 25 2018,Apr 08 2020,0,,,,
Baltimore City,107440,Registered Family Home,In Katherine's Care,Baltimore,Maryland,21217,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 23 2020,0,,,,
Baltimore City,107380,Registered Family Home,Patricia Edmondson-Lee,Baltimore,Maryland,21217,Yes,2,Yes,2,No,2,Dec 05 2018,Sep 30 2020,0,,,,
Wicomico,107288,Registered Family Home,Sharon Mills,Salisbury,Maryland,21801,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 16 2020,0,,,,
Montgomery,107171,Center,MCCA Ashburton Wyngate,Bethesda,Maryland,20817,Yes,0,Yes,1,Yes,1,Jan 05 2019,Dec 12 2020,0,,,,Council on Accreditation / After-School Accreditation (COA/ASA)
Harford,107165,Center,Children's Christian Center,Bel Air,Maryland,21014,Yes,1,Yes,1,Yes,3,Oct 25 2018,Aug 28 2020,0,,,,
Caroline,107072,Registered Family Home,Tina Lane,Preston,Maryland,21655,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 25 2020,0,,,,
Anne Arundel,107039,Registered Family Home,Sandra Williams,Millersville,Maryland,21108,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 03 2020,0,,,,
Baltimore,106991,Registered Family Home,Patricia Coby,Baltimore,Maryland,21244,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jan 31 2020,0,,,,
Baltimore,106964,Registered Family Home,Vannessa Carver,Cockeysville,Maryland,21030,Yes,1,Yes,1,Yes,2,Oct 25 2018,Aug 28 2020,0,,,,
Prince George's,106903,Registered Family Home,Karuna Rozario,Berwyn Heights,Maryland,20740,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 13 2020,0,,,,
Montgomery,106799,Registered Family Home,Angela Moser-Bookhultz,Boyds,Maryland,20841,Yes,1,Yes,1,No,2,Oct 25 2018,May 22 2020,0,,,,
Prince George's,106729,Registered Family Home,Kadijah Hughes,Laurel,Maryland,20708,Yes,3,Yes,3,Yes,2,Sep 30 2019,Sep 30 2020,0,,,,
Prince George's,106684,Center,Capital Child Care,Cheverly,Maryland,20785,Yes,1,Yes,1,No,3,Oct 25 2018,Jan 31 2020,0,,,,
Montgomery,106537,Registered Family Home,Roqaiya Iqbal,Silver Spring,Maryland,20910,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 06 2020,0,,,,
Baltimore City,106424,Registered Family Home,Mirdies Parrott,Baltimore,Maryland,21217,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 25 2020,0,,,,
Baltimore City,106301,Registered Family Home,Eva Wright-Eggleston,Baltimore,Maryland,21213,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 08 2020,0,,,,
Prince George's,106267,Registered Family Home,Diyale McLane,Forestville,Maryland,20747,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 29 2020,0,,,,
Baltimore,106145,Registered Family Home,Gwendolyn Thomas,Baltimore,Maryland,21237,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 04 2020,0,,,,
Baltimore,106135,Registered Family Home,Garnetta Jobe,Baltimore,Maryland,21244,Yes,1,Yes,1,Yes,2,Oct 25 2018,Oct 09 2020,0,,,,
Prince George's,106108,Registered Family Home,Roseta Young,Capitol Heights,Maryland,20743,Yes,1,Yes,1,Yes,2,Dec 14 2018,Nov 21 2020,0,,,,
Baltimore,106094,Center,Randallstown Kid's Child Care Center,Randallstown,Maryland,21133,Yes,1,Yes,1,No,3,Jan 05 2019,Nov 26 2020,0,,,,
Howard,106061,Center,Childtime Children's Center,Ellicott City,Maryland,21043,Yes,3,Yes,3,Yes,3,Jan 04 2019,Dec 22 2020,0,,,,NECPA
Montgomery,106049,Center,Wonders Extended Day at Chevy Chase,Chevy Chase,Maryland,20815,Yes,3,Yes,3,Yes,1,Feb 05 2019,Dec 17 2020,0,,,,
Baltimore City,106047,Registered Family Home,Kimberly Day,Baltimore,Maryland,21212,Yes,3,Yes,3,Yes,2,Oct 25 2018,Sep 25 2020,0,,,,
Montgomery,105929,Registered Family Home,Razia Arthur,Germantown,Maryland,20874,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 08 2020,0,,,,
Washington,105851,Center,YMCA-Salem Avenue Elementary,Hagerstown,Maryland,21740,Yes,2,Yes,2,Yes,1,Oct 25 2018,Oct 09 2020,0,,,,
Montgomery,105666,Registered Family Home,Emily Yates,Germantown,Maryland,20876,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 23 2020,0,,,,
Baltimore,105528,Center,Celebree Learning Center Perry Hall,Baltimore,Maryland,21236,Yes,3,Yes,3,No,3,Dec 06 2018,Nov 14 2020,0,,,,
Prince George's,105380,Center,Largo Park Early Learning Center,Largo,Maryland,20774,Yes,4,Yes,4,Yes,3,Oct 25 2018,Jul 10 2020,0,,,,NECPA
Howard,105332,Center,Celebree Learning Center,Woodstock,Maryland,21163,Yes,3,Yes,3,No,3,Oct 25 2018,Feb 25 2020,0,,,,
Montgomery,105189,Registered Family Home,Susanna Simmons,Silver Spring,Maryland,20902,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 05 2020,0,,,,
Anne Arundel,104893,Registered Family Home,Tina Green,Severn,Maryland,21144,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 08 2020,0,,,,
Baltimore City,104857,Registered Family Home,Shana Pittman,Baltimore,Maryland,21213,Yes,0,No,,No,,,Jun 10 2015,0,,,,
Baltimore City,104804,Registered Family Home,Monica Hestick,Baltimore,Maryland,21213,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 11 2020,0,,,,
Baltimore,104653,Center,Play Centers at Elmwood Elementary School,Baltimore,Maryland,21206,Yes,3,Yes,3,No,1,Dec 19 2018,Nov 05 2020,0,,,,
Prince George's,104487,Registered Family Home,Jennifer Brown-Johnson,Springdale,Maryland,20774,Yes,1,Yes,1,No,2,Dec 05 2018,Oct 09 2020,0,,,,
Prince George's,104344,Center,Perrywood Elementary BASCP,Upper Marlboro,Maryland,20774,Yes,2,Yes,2,No,1,Oct 25 2018,Jan 29 2020,0,,,,
Baltimore City,104283,Center,Cenna Byers Universal Child Care,Baltimore,Maryland,21216,Yes,1,Yes,1,Yes,3,Oct 25 2018,May 15 2020,0,,,,
Allegany,104274,Registered Family Home,Karla Morgan,Frostburg,Maryland,21532,Yes,1,Yes,1,No,2,Oct 25 2018,Mar 28 2020,0,,,,
Baltimore City,104122,Registered Family Home,Danielle Medley,Baltimore,Maryland,21213,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 01 2020,0,,,,
Baltimore,104088,Registered Family Home,Darlene Young,Gwynn Oak,Maryland,21207,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 02 2020,0,,,,
Prince George's,103937,Registered Family Home,Ernestine Perry,Lanham,Maryland,20706,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 25 2020,0,,,,
Saint Mary's,103900,Center,Saint Mary's Sunshine Center,Leonardtown,Maryland,20650,Yes,2,Yes,2,No,3,Jan 02 2019,Dec 30 2020,0,,,,
Anne Arundel,103833,Center,A Childs Garden,Severna Park,Maryland,21146,Yes,5,Yes,5,Yes,3,Dec 11 2018,Nov 13 2020,0,,Accredited Program,,MSDE
Howard,103706,Registered Family Home,Kelley Pitts,Columbia,Maryland,21044,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Harford,103610,Center,Hickory Child Development Center,Bel Air,Maryland,21015,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 10 2020,0,,,,
Caroline,103603,Registered Family Home,Shirley Acree,Denton,Maryland,21629,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 25 2020,0,,,,
Prince George's,103358,Center,Cool Spring Elementary BASELP,Adelphi,Maryland,20783,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 29 2020,0,,,,
Baltimore City,103228,Registered Family Home,Melinda Collins,Baltimore,Maryland,21230,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 31 2020,0,,,,
Montgomery,103105,Center,Georgetown Hill Early School,Darnestown,Maryland,20878,Yes,4,Yes,4,Yes,3,Oct 25 2018,Mar 31 2020,0,,Accredited Program,,MSDE
Harford,102933,Registered Family Home,Renee Gray,Bel Air,Maryland,21014,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 21 2020,0,,,,
Baltimore City,102625,Registered Family Home,Debora Boone,Baltimore,Maryland,21239,Yes,3,Yes,3,Yes,2,Oct 25 2018,Jun 27 2020,0,,,,
Charles,102556,Center,Brawners Head Start,White Plains,Maryland,20695,Yes,1,Yes,1,Yes,3,Oct 25 2018,Mar 06 2020,0,,,,
Montgomery,102487,Registered Family Home,Sharon Ashton,Montgomery Village,Maryland,20886,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 22 2020,0,,,,
Frederick,102403,Public Pre-K,Waverley Elementary,Frederick,Maryland,21702,Yes,5,Yes,5,Yes,1,Oct 25 2018,Jan 31 2020,0,,,,MSDE
Baltimore City,102308,Registered Family Home,Darlene Belt,Baltimore,Maryland,21239,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Frederick,102302,Public Pre-K,Hillcrest Elementary,Frederick,Maryland,21703,Yes,5,Yes,5,Yes,1,Jan 02 2019,Dec 05 2020,0,,,,MSDE
Montgomery,102250,Registered Family Home,Ranjana Ross,Potomac,Maryland,20854,Yes,1,Yes,1,Yes,2,Oct 25 2018,Oct 24 2020,0,,,,
Carroll,102218,Center,Stepping Stones Day Care Center,Sykesville,Maryland,21784,Yes,1,Yes,1,Yes,3,Oct 25 2018,Oct 02 2020,0,,,,
Baltimore,102100,Center,YMCA Emily Harris Head Start,Catonsville,Maryland,21228,Yes,3,Yes,3,Yes,3,Nov 30 2018,Nov 03 2020,0,,,,MSDE
Baltimore City,102074,Registered Family Home,Lori Young,Baltimore,Maryland,21213,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 07 2020,0,,,,
Baltimore City,102041,Registered Family Home,Renoka Jones,Baltimore,Maryland,21229,Yes,1,Yes,1,Yes,2,Oct 25 2018,Feb 27 2020,0,,,,
Baltimore City,101962,Registered Family Home,Pamela Wilson,Baltimore,Maryland,21234,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 01 2020,0,,,,
Montgomery,101844,Registered Family Home,Sayeeda Huque,Rockville,Maryland,20850,Yes,5,Yes,5,Yes,2,Oct 25 2018,Apr 17 2020,0,,,National Association for Family Child Care (NAFCC) 2021-06-01,NAFCC
Montgomery,101826,Registered Family Home,Sumattie Deonarain,Silver Spring,Maryland,20903,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Baltimore,101816,Center,Pilgrim Christian Day School,Baltimore,Maryland,21207,Yes,1,Yes,1,Yes,3,Jan 05 2019,Dec 17 2020,0,,,,
Howard,101729,Center,Howard Community College Children's Learning Center,Columbia,Maryland,21044,Yes,5,Yes,5,Yes,3,Oct 25 2018,Aug 20 2020,0,,,,MSDE
Baltimore,101701,Registered Family Home,Sharonda Fortune,Baltimore,Maryland,21207,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 24 2020,0,,,,
Worcester,101692,Registered Family Home,Dionne Jacobs,Berlin,Maryland,21811,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 28 2020,0,,,,
Baltimore,101622,Registered Family Home,Claudette Hall,Baltimore,Maryland,21207,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 09 2020,0,,,,
Prince George's,101619,Center,Outreach Christian Center Academy,Clinton,Maryland,20735,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 08 2020,0,,,,
Allegany,101613,Registered Family Home,Amy Steckman,Cumberland,Maryland,21502,Yes,1,Yes,1,No,2,Oct 25 2018,Jun 24 2020,0,,,,
Montgomery,101578,Center,Ashton United Methodist Christian  Preschool,Ashton,Maryland,20861,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jun 26 2020,0,,,,
Calvert,101548,Center,Grover Place Child Care,Saint Leonard,Maryland,20685,Yes,1,Yes,1,Yes,3,Dec 05 2018,Oct 24 2020,0,,,,
Baltimore,101439,Registered Family Home,Annette Scurry,Baltimore,Maryland,21221,Yes,1,Yes,1,No,2,Oct 25 2018,Oct 22 2020,0,,,,
Baltimore City,101342,Registered Family Home,Marie Guest,Baltimore,Maryland,21231,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Harford,101294,Registered Family Home,Laura Harry,Bel Air,Maryland,21015,Yes,1,Yes,1,No,2,Oct 25 2018,Sep 18 2020,0,,,,
Baltimore,101289,Center,Al-Rahmah Nursery &CCC,Baltimore,Maryland,21244,Yes,1,Yes,1,No,3,Oct 25 2018,Sep 18 2020,0,,,,
Anne Arundel,101241,Center,Center for Creative Children,Annapolis Junction,Maryland,20701,Yes,1,Yes,1,Yes,3,Oct 25 2018,Oct 09 2020,0,,,,Middle States Association of Colleges and Schools Commission on Elementary and Secondary Schools (MSA-CESS)
Prince George's,101232,Center,It's At Home Day Care Center,Bowie,Maryland,20721,Yes,1,Yes,1,Yes,3,Oct 25 2018,Aug 15 2020,0,,,,
Baltimore City,101137,Registered Family Home,Olivia Wesson,Baltimore,Maryland,21205,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 30 2020,0,,,,
Baltimore,101015,Center,YMCA Fleming Head Start II,Baltimore,Maryland,21222,Yes,3,Yes,3,Yes,3,Apr 24 2019,May 01 2020,0,,,,
Harford,100852,Center,Open Door at Forest Hill Elementary School,Forest Hill,Maryland,21050,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 03 2020,0,,,,
Montgomery,100784,Center,KinderCare-301596,Germantown,Maryland,20874,Yes,3,Yes,3,Yes,3,Oct 25 2018,Oct 03 2020,0,,,,MSDE  | National Association for the Education of Young Children (NAEYC)
Baltimore,100772,Registered Family Home,Jihan Von Hendricks,Pikesville,Maryland,21208,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 15 2020,0,,,,
Washington,100756,Registered Family Home,Tina Richards,Hagerstown,Maryland,21740,Yes,1,Yes,1,Yes,2,Oct 25 2018,Apr 30 2020,0,,,,
Montgomery,100747,Center,Discovery Station Child Development Center,Gaithersburg,Maryland,20877,Yes,4,Yes,4,No,3,Oct 25 2018,May 09 2020,1,Mar 20 2019,,,
Allegany,100696,Registered Family Home,Vicky Leighty,Cumberland,Maryland,21502,Yes,3,Yes,3,No,2,Aug 27 2019,Sep 19 2020,0,,,,
Baltimore,100600,Center,Step by Step Children's Learning Center,Sparks,Maryland,21152,Yes,1,Yes,1,No,3,Oct 25 2018,Mar 10 2020,0,,,,
Wicomico,100595,Registered Family Home,Grace Mills,Pittsville,Maryland,21850,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 03 2020,0,,,,
Queen Anne's,100500,Registered Family Home,Stephanie Smith,Stevensville,Maryland,21666,Yes,1,Yes,1,No,2,Oct 25 2018,Jun 11 2020,0,,,,
Baltimore,100455,Center,Open Door at Riderwood Elementary School,Towson,Maryland,21204,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 03 2020,0,,,,
Prince George's,100288,Registered Family Home,Malissia Anderson,Clinton,Maryland,20735,Yes,1,Yes,1,No,2,Nov 28 2018,Oct 25 2020,0,,,,
Frederick,100228,Public Pre-K,Carroll Creek Montessori Public Charter School,Frederick,Maryland,21703,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 07 2020,0,,,,MSDE
Frederick,100226,Public Pre-K,Monocacy Valley Montessori Public Charter School,Frederick,Maryland,21701,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 07 2020,0,,,,MSDE
Frederick,100222,Public Pre-K,Monocacy Elementary School,Frederick,Maryland,21702,Yes,5,Yes,5,Yes,1,Oct 25 2018,Feb 27 2020,0,,,,MSDE
Frederick,100204,Public Pre-K,Lincoln Elementary,Frederick,Maryland,21701,Yes,5,Yes,5,Yes,1,Oct 25 2018,Apr 23 2020,0,,,,MSDE
Allegany,100194,Center,Susan K. Westfall Head Start,Lonaconing,Maryland,21539,Yes,5,Yes,5,Yes,3,Oct 25 2018,Sep 29 2020,0,,,,MSDE
Allegany,100193,Registered Family Home,Terra Thomas,Cumberland,Maryland,21502,Yes,3,Yes,3,No,2,May 16 2019,Jul 02 2020,0,,,,
Harford,100095,Center,St. Margaret School,Bel Air,Maryland,21014,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jun 17 2020,0,,,,AdvancED
Anne Arundel,100085,Registered Family Home,Kyong Kim,Severn,Maryland,21144,Yes,1,Yes,1,No,2,Dec 19 2018,Nov 11 2020,0,,,,
Dorchester,91503,Public Pre-K,Hurlock Elementary,Hurlock,Maryland,21643,Yes,5,Yes,5,Yes,1,Oct 25 2018,Apr 25 2020,0,,,,MSDE
Dorchester,90716,Public Pre-K,Choptank Elementary School,Cambridge City,Maryland,21613,Yes,5,Yes,5,Yes,1,Oct 25 2018,Jun 10 2020,0,,,,MSDE
Dorchester,90711,Public Pre-K,Maple Elementary,Cambridge City,Maryland,21613,Yes,5,Yes,5,Yes,1,Oct 25 2018,Jun 10 2020,0,,,,MSDE
Dorchester,90710,Public Pre-K,Sandy Hill Elementary School,Cambridge City,Maryland,21613,Yes,5,Yes,5,Yes,1,Dec 07 2018,Oct 23 2020,0,,,,MSDE
Dorchester,90302,Public Pre-K,Vienna Elementary,Vienna,Maryland,21869,Yes,5,Yes,5,Yes,1,Nov 30 2018,Oct 23 2020,0,,,,MSDE
Charles,80620,Public Pre-K,Charles County PS -- C. Paul Barnhart,Waldorf,Maryland,20603,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 16 2020,0,,Accredited Program,,MSDE
Charles,80616,Public Pre-K,Charles County PS -- Eva Turner,Waldorf,Maryland,20602,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 20 2020,0,,,,MSDE
Charles,80606,Public Pre-K,Charles County PS -- J.P. Ryon Elementary,Waldorf,Maryland,20601,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 21 2020,0,,Accredited Program,,MSDE
Charles,80604,Public Pre-K,Charles County PS -- Dr. Samuel A. Mudd,Waldorf,Maryland,20602,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 20 2020,0,,,,MSDE
Cecil,70311,Public Pre-K,Holly Hall Elementary School,Elkton,Maryland,21921,Yes,3,Yes,4,Yes,1,Oct 25 2018,Mar 24 2020,0,,,,MSDE
Carroll,61201,Public Pre-K,Elmer Wolfe Elementary,Union Bridge,Maryland,21791,Yes,5,Yes,5,Yes,1,Oct 25 2018,Mar 07 2020,0,,,,MSDE
Carroll,60715,Public Pre-K,Cranberry Station Elementary,Westminster City,Maryland,21157,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 08 2020,0,,,,MSDE
Carroll,60711,Public Pre-K,Judy Center at Robert Moton Elementary,Westminster,Maryland,21157,Yes,5,Yes,5,Yes,1,Oct 25 2018,Apr 14 2020,0,,,,MSDE
Carroll,60103,Public Pre-K,Taneytown Elementary School Judy Center,Taneytown City,Maryland,21787,Yes,5,Yes,5,Yes,1,Oct 25 2018,Aug 13 2020,0,,,,MSDE
Caroline,50701,Public Pre-K,Ridgely Elementary,Ridgely,Maryland,21660,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 07 2020,0,,,,MSDE
